symbol,ivmean10,ivmean10_rank,ivcall10,ivcall10_rank,ivput10,ivput10_rank,ivmean1080,ivmean1080_rank,ivcall1080,ivcall1080_rank,ivput1080,ivput1080_rank
CRCT,0.692,,0.5149,,0.869,,0.692,,0.5149,,0.869,
CRDF,1.9111,,2.4559,,1.3663,,1.3835,,1.4007,,1.3663,
CRDO,0.8135,,0.7944,,0.8326,,0.8365,,0.8148,,0.8583,
CRESY,0.8005,,0.8037,85.0,0.7973,80.0,0.522,,0.4475,40.0,0.5966,61.0
CRGX,1.5738,,2.2199,,0.9276,,1.1711,,1.4145,,0.9276,
CRGY,0.4134,,0.4366,,0.3902,,0.4253,,0.3833,,0.4673,
CRH,0.2936,48.0,0.3181,64.0,0.269,30.0,0.3289,72.0,0.3071,73.0,0.3508,73.0
CRI,0.413,80.0,0.4302,83.0,0.3959,74.0,0.4623,90.0,0.4657,92.0,0.4589,89.0
CRK,0.5656,53.0,0.5745,55.0,0.5566,51.0,0.528,46.0,0.506,47.0,0.5499,46.0
CRL,0.3814,80.0,0.3929,83.0,0.3698,76.0,0.3916,89.0,0.3937,90.0,0.3895,87.0
CRM,0.3034,36.0,0.299,35.0,0.3079,37.0,0.3569,43.0,0.3454,38.0,0.3684,47.0
CRMD,0.9629,,0.8281,,1.0977,,0.8234,,0.8403,,0.8065,
CRNC,0.9592,,0.9788,,0.9397,,1.0518,,1.0324,,1.0713,
CRNT,0.7607,79.0,0.8124,82.0,0.709,68.0,0.6446,59.0,0.6195,50.0,0.6697,59.0
CRNX,0.5786,,0.5974,,0.5599,,0.542,,0.5424,,0.5416,
CRON,0.5341,,0.6249,,0.4433,,0.4771,,0.5109,,0.4433,
CROX,0.4124,33.0,0.4179,35.0,0.4068,32.0,0.4655,30.0,0.4611,32.0,0.4699,31.0
CRPT,0.9066,,0.7794,,1.0339,,0.8084,,0.6523,,0.9646,
CRS,0.4611,68.0,0.471,72.0,0.4513,65.0,0.498,79.0,0.4849,78.0,0.5112,79.0
CRSH,0.9855,,0.2235,,1.7475,,0.837,,0.1225,,1.5516,
CRSP,0.5432,,0.5302,,0.5562,,0.599,,0.5964,,0.6016,
CRSR,0.4539,,0.2937,,0.6141,,0.6013,,0.6025,,0.6001,
CRTO,0.5428,67.0,0.4142,30.0,0.6713,88.0,0.3986,14.0,0.3942,13.0,0.4031,17.0
CRUS,0.3783,34.0,0.3842,36.0,0.3724,32.0,0.4231,42.0,0.4199,43.0,0.4263,41.0
CRUZ,,,0.2558,,,,,,0.2558,,,
CRVL,0.2763,37.0,0.2681,32.0,0.2845,43.0,0.307,57.0,0.3094,57.0,0.3045,54.0
CRVS,1.3438,,1.4867,,1.2008,,1.3371,,1.3248,,1.3494,
CRWD,0.45,,0.4584,,0.4417,,0.458,,0.4556,,0.4603,
CRWL,0.9114,,0.9426,,0.8802,,0.911,,0.9116,,0.9103,
CSB,0.1844,,0.1775,,0.1914,,0.1755,,0.1597,,0.1914,
CSBR,0.9893,,0.8912,,1.0874,,0.9893,,0.8912,,1.0874,
CSCO,0.216,40.0,0.2214,43.0,0.2105,35.0,0.251,35.0,0.2545,50.0,0.2476,11.0
CSD,0.2429,76.0,0.239,76.0,0.2468,73.0,0.2266,73.0,0.2266,75.0,0.2266,63.0
CSGP,0.3149,52.0,0.3272,60.0,0.3026,45.0,0.3511,72.0,0.3464,71.0,0.3558,73.0
CSGS,0.3708,62.0,0.3506,57.0,0.3909,65.0,0.3004,48.0,0.2956,50.0,0.3053,41.0
CSIQ,0.8258,79.0,0.849,83.0,0.8026,76.0,0.791,86.0,0.8842,94.0,0.6977,70.0
CSL,0.3416,83.0,0.3252,80.0,0.3581,86.0,0.3324,85.0,0.3227,84.0,0.3421,86.0
CSR,0.3133,,0.2712,,0.3553,,0.2507,,0.2796,,0.2218,
CSTE,,,,,0.665,91.0,,,,,0.665,99.0
CSTL,0.603,,0.5693,,0.6366,,0.6,,0.5937,,0.6063,
CSTM,0.4628,42.0,0.4747,46.0,0.4508,39.0,0.4944,49.0,0.4913,49.0,0.4974,49.0
CSV,0.417,70.0,0.4129,68.0,0.4211,72.0,0.3949,71.0,0.3842,67.0,0.4056,75.0
CSWC,0.2749,,0.253,,0.2968,,0.2518,,0.1594,,0.3443,
CSWI,0.4002,,0.3381,,0.4622,,0.3354,,0.337,,0.3337,
CSX,0.2278,33.0,0.227,33.0,0.2285,33.0,0.254,25.0,0.2221,10.0,0.2858,50.0
CTAS,0.4243,94.0,0.4201,94.0,0.4285,94.0,0.2954,76.0,0.2811,72.0,0.3098,79.0
CTBI,0.3186,,0.2873,,0.3498,,0.3081,,0.2873,,0.3289,
CTEV,1.287,,1.4326,,1.1414,,1.3078,,1.3066,,1.309,
CTEX,0.453,,0.4493,,0.4568,,0.4475,,0.4493,,0.4457,
CTLP,0.5858,,0.5973,,0.5743,,0.5301,,0.5367,,0.5236,
CTMX,,,2.4772,,,,,,2.4772,,,
CTO,0.3641,,0.476,,0.2523,,0.3641,,0.476,,0.2523,
CTOS,,,0.4911,,,,,,0.5398,,,
CTRA,0.2804,,0.2935,,0.2673,,0.266,,0.2115,,0.3205,
CTRE,0.2645,,0.2841,,0.2449,22.0,0.2626,,0.2802,,0.2449,13.0
CTRI,0.6576,,0.536,,0.7791,,0.4608,,0.3595,,0.5622,
CTRM,,,,,0.9346,,,,,,0.9346,
CTRN,0.7503,84.0,0.803,86.0,0.6975,80.0,0.5982,77.0,0.6416,83.0,0.5547,70.0
CTS,0.3375,41.0,0.326,38.0,0.3489,50.0,0.286,15.0,0.2812,17.0,0.2907,18.0
CTSH,0.2709,43.0,0.2722,45.0,0.2695,42.0,0.2483,5.0,0.2281,8.0,0.2685,8.0
CTVA,0.5015,,0.5164,,0.4866,,0.2854,,0.2728,,0.2981,
CTXR,1.946,,1.491,,2.4009,,1.946,,1.491,,2.4009,
CUBE,0.2735,61.0,0.2076,24.0,0.3394,81.0,0.2682,69.0,0.2662,75.0,0.2702,60.0
CUBI,0.4604,56.0,0.4838,61.0,0.4371,55.0,0.494,65.0,0.5018,68.0,0.4862,64.0
CUK,0.576,79.0,0.608,81.0,0.544,76.0,0.524,76.0,0.5041,75.0,0.544,78.0
CULP,,,,,0.4297,,,,,,0.4297,
CURE,0.385,41.0,0.4209,59.0,0.3491,23.0,0.412,30.0,0.3862,31.0,0.4378,31.0
CURI,1.0204,,0.9168,,1.124,,0.9583,,0.8662,,1.0504,
CUT,0.3047,,0.4127,,0.1967,,0.215,,0.2436,,0.1865,
CVAC,1.053,,1.0695,,1.0364,,1.053,,1.0695,,1.0364,
CVBF,0.467,72.0,0.5808,83.0,0.3532,53.0,0.467,78.0,0.5808,90.0,0.3532,56.0
CVCO,0.4466,76.0,0.4564,79.0,0.4367,73.0,0.3612,39.0,0.3624,42.0,0.36,38.0
CVE,0.3307,31.0,0.334,34.0,0.3274,28.0,0.3258,22.0,0.2422,9.0,0.4095,49.0
CVEO,,,,,0.4358,17.0,,,,,0.4362,19.0
CVGW,0.4606,74.0,0.5324,84.0,0.3889,55.0,0.441,79.0,0.4451,84.0,0.437,72.0
CVI,0.4349,43.0,0.4744,54.0,0.3954,31.0,0.4605,55.0,0.4364,57.0,0.4846,47.0
CVIE,0.1612,,0.1475,,0.1748,,0.1677,,0.1526,,0.1828,
CVLC,0.1759,,0.1658,,0.186,,0.1788,,0.1658,,0.1919,
CVLG,,,0.5054,,,,,,0.2886,,,
CVLT,0.4222,69.0,0.4084,66.0,0.4361,71.0,0.5272,95.0,0.5242,95.0,0.5303,95.0
CVMC,0.1997,,0.1929,,0.2066,,0.1865,,0.1799,,0.1931,
CVNA,0.7704,,0.7652,,0.7756,,0.7446,,0.7378,,0.7515,
CVRX,,,1.7064,,,,,,0.7357,,,
CVS,0.3044,82.0,0.3084,83.0,0.3005,80.0,0.3104,85.0,0.255,56.0,0.3659,94.0
CVSE,0.1927,,0.219,,0.1664,,0.187,,0.1914,,0.1825,
CVU,,,0.6655,,,,,,0.6655,,,
CVX,0.1894,37.0,0.1903,40.0,0.1885,36.0,0.2296,51.0,0.1539,19.0,0.3054,73.0
CW,0.3073,66.0,0.3139,68.0,0.3006,62.0,0.3079,71.0,0.3129,74.0,0.3029,68.0
CWAN,0.4125,,0.4181,,0.4069,,0.4138,,0.4139,,0.4136,
CWB,0.1522,68.0,0.1251,60.0,0.1794,75.0,0.1259,50.0,0.0921,37.0,0.1597,54.0
CWBC,0.3418,,0.3631,,0.3205,,0.3486,,0.3631,,0.3341,
CWCO,0.4276,69.0,0.3817,57.0,0.4735,80.0,0.4299,81.0,0.4519,88.0,0.4079,71.0
CWEB,0.7712,,0.7377,,0.8046,,0.7408,,0.7362,,0.7454,
CWEN,0.3033,,0.3092,,0.2974,,0.2795,,0.2519,,0.3072,
CWH,0.5017,42.0,0.4467,31.0,0.5567,52.0,0.4526,17.0,0.3904,23.0,0.5148,22.0
CWK,0.4706,,0.4898,,0.4514,,0.4505,,0.459,,0.442,
CWS,0.1881,,0.1832,,0.193,,0.1852,,0.175,,0.1954,
CWST,0.3053,21.0,0.3118,24.0,0.2988,22.0,0.2759,13.0,0.2773,14.0,0.2745,14.0
CWT,,,,,0.2564,43.0,,,,,0.2586,57.0
CX,0.353,38.0,0.3862,52.0,0.3199,24.0,0.3916,47.0,0.3815,47.0,0.4016,50.0
CXAI,,,2.0726,,,,,,1.6366,,,
CXDO,0.7516,,0.758,,0.7452,,0.7497,,0.7405,,0.7589,
CXM,0.4252,,0.402,,0.4483,,0.6135,,0.5448,,0.6821,
CXSE,0.3094,,0.2895,,0.3294,,0.2922,,0.2769,,0.3076,
CXT,0.354,,0.3728,,0.3353,,0.3258,,0.3228,,0.3287,
CXW,0.4927,84.0,0.4999,85.0,0.4855,83.0,0.5221,86.0,0.5133,87.0,0.5309,85.0
CYBN,,,2.3591,,,,,,1.0023,,,
CYBR,0.3725,40.0,0.3892,44.0,0.3558,34.0,0.4026,34.0,0.4027,37.0,0.4026,33.0
CYD,1.3216,100.0,1.2676,99.0,1.3757,100.0,1.099,100.0,1.0303,100.0,1.1677,100.0
CYH,0.9154,85.0,1.0167,90.0,0.8141,79.0,0.8028,79.0,0.7888,79.0,0.8169,80.0
CYRX,0.8764,,0.8981,,0.8547,,0.8104,,0.8172,,0.8036,
CYTK,0.8448,61.0,0.9482,74.0,0.7414,45.0,0.6091,13.0,0.5822,12.0,0.636,15.0
CZNC,,,0.2709,,,,,,0.2709,,,
CZR,0.4582,35.0,0.4552,35.0,0.4613,35.0,0.503,42.0,0.5023,45.0,0.5036,36.0
D,0.213,73.0,0.2134,74.0,0.2125,69.0,0.2279,76.0,0.1725,46.0,0.2833,86.0
DAC,0.2821,,0.2973,,0.2669,,0.2742,,0.2285,,0.3198,
DAKT,0.5959,81.0,0.6357,84.0,0.5561,75.0,0.5466,82.0,0.5528,82.0,0.5405,78.0
DAL,0.4172,60.0,0.4148,60.0,0.4196,61.0,0.3997,52.0,0.3762,47.0,0.4232,55.0
DAN,0.5508,79.0,0.5435,78.0,0.558,79.0,0.5088,76.0,0.4828,74.0,0.5348,77.0
DAO,0.7121,,0.6177,,0.8064,,0.7829,,0.7842,,0.7815,
DAPP,0.6872,,0.5169,,0.8576,,0.722,,0.7091,,0.7348,
DAR,0.4422,66.0,0.4376,67.0,0.4468,68.0,0.4582,80.0,0.4349,72.0,0.4816,82.0
DASH,0.4212,,0.4208,,0.4216,,0.4297,,0.4292,,0.4302,
DAT,0.3364,,0.3326,,0.3402,,0.3288,,0.3233,,0.3343,
DAVA,0.501,,0.5012,,0.5007,,0.49,,0.4414,,0.5387,
DAVE,0.8768,84.0,0.9016,88.0,0.8521,83.0,0.8552,89.0,0.8422,92.0,0.8681,89.0
DAWN,1.1147,,1.0881,,1.1412,,1.1147,,1.0881,,1.1412,
DAX,0.3196,,0.2034,,0.4359,,0.1988,,0.1315,,0.2661,
DAY,0.3636,,0.3842,,0.343,,0.407,,0.4076,,0.4064,
DB,0.3739,63.0,0.3715,64.0,0.3763,61.0,0.346,45.0,0.283,32.0,0.4089,57.0
DBA,0.1788,59.0,0.1485,40.0,0.2092,71.0,0.2964,90.0,0.2719,85.0,0.321,89.0
DBC,,,0.1773,42.0,,,,,0.186,38.0,,
DBD,0.5337,75.0,0.6061,80.0,0.4614,70.0,0.432,73.0,0.4281,73.0,0.436,72.0
DBEF,,,0.1103,21.0,,,,,0.1103,24.0,,
DBEU,,,0.1194,,,,,,0.1194,,,
DBI,1.4491,,1.9061,,0.9921,,1.2514,,1.4531,,1.0496,
DBJP,0.182,28.0,0.1773,41.0,0.1868,25.0,0.1856,41.0,0.1843,61.0,0.1868,26.0
DBMF,,,0.1123,,,,,,0.1123,,,
DBO,,,0.6107,94.0,,,,,0.6107,97.0,,
DBP,0.1831,52.0,0.1388,23.0,0.2274,71.0,0.175,41.0,0.146,28.0,0.2041,53.0
DBRG,0.5329,,0.5395,,0.5263,,0.5219,,0.498,,0.5458,
DBX,0.2776,,0.2809,,0.2744,,0.3224,,0.3176,,0.3273,
DC,0.6298,,0.6534,,0.6062,,0.6269,,0.6098,,0.644,
DCBO,0.5159,,0.4516,,0.5802,,0.4754,,0.4516,,0.4991,
DCGO,,,0.7135,,,,,,0.7135,,,
DCI,0.318,80.0,0.3867,92.0,0.2492,47.0,0.245,55.0,0.2266,39.0,0.2635,63.0
DCO,0.3822,26.0,0.2897,6.0,0.4748,60.0,0.3252,11.0,0.3128,10.0,0.3376,14.0
DCOM,0.4864,62.0,0.5251,71.0,0.4477,56.0,0.4368,60.0,0.3985,59.0,0.475,69.0
DCTH,0.9803,,0.7997,,1.1609,,0.9128,,0.9352,,0.8904,
DD,0.1774,24.0,0.1834,30.0,0.1714,19.0,0.2559,49.0,0.2211,38.0,0.2907,64.0
DDD,0.9185,91.0,0.9371,92.0,0.8999,89.0,0.8041,95.0,0.8136,96.0,0.7946,94.0
DDL,,,0.8082,,,,,,0.8323,,,
DDM,0.355,72.0,0.399,80.0,0.3111,60.0,0.2872,38.0,0.2714,39.0,0.3031,36.0
DDOG,0.4192,,0.4277,,0.4107,,0.4576,,0.4538,,0.4613,
DE,0.2762,56.0,0.2755,56.0,0.2768,56.0,0.3028,62.0,0.3088,63.0,0.2967,50.0
DEA,0.283,,0.1959,,0.3702,82.0,0.2846,,0.1959,,0.3733,88.0
DECK,0.5357,83.0,0.4483,69.0,0.6231,90.0,0.4832,77.0,0.4844,80.0,0.482,71.0
DECO,0.5786,,0.756,,0.4012,,0.4828,,0.5644,,0.4012,
DEEP,0.1835,,0.1673,,0.1997,,0.2054,,0.1673,,0.2435,
DEI,0.347,56.0,0.2779,44.0,0.4162,68.0,0.4053,77.0,0.3846,76.0,0.426,77.0
DELL,0.4316,84.0,0.4342,84.0,0.4291,83.0,0.4563,89.0,0.4737,93.0,0.4389,84.0
DEM,0.1867,62.0,0.1355,26.0,0.2379,82.0,0.1543,11.0,0.1136,15.0,0.195,19.0
DENN,0.6846,90.0,0.7249,91.0,0.6443,87.0,0.6002,86.0,0.634,88.0,0.5664,83.0
DEO,0.3056,93.0,0.3033,93.0,0.3079,91.0,0.2842,93.0,0.2623,93.0,0.3062,93.0
DESK,0.268,,0.2345,,0.3014,,0.2692,,0.2337,,0.3046,
DEUS,0.154,,0.1486,,0.1593,,0.1536,,0.1401,,0.167,
DFAC,0.1916,,0.169,,0.2143,,0.2004,,0.1865,,0.2143,
DFAI,,,0.1512,,,,,,0.1512,,,
DFAS,0.209,,0.1789,,0.2391,,0.2,,0.1844,,0.2156,
DFAT,0.2116,,0.1763,,0.2469,,0.1934,,0.1547,,0.2322,
DFAU,0.2006,,0.2186,,0.1826,,0.2098,,0.2186,,0.2011,
DFE,0.1791,59.0,0.1509,53.0,0.2073,63.0,0.2123,81.0,0.1509,63.0,0.2737,88.0
DFEN,0.5686,,0.555,,0.5821,,0.5112,,0.4716,,0.5509,
DFGR,,,,,0.281,,,,,,0.281,
DFH,0.8452,,1.1464,,0.5441,,0.6062,,0.6303,,0.5821,
DFIN,0.3434,19.0,0.3544,25.0,0.3324,18.0,0.3489,28.0,0.3544,32.0,0.3434,23.0
DFIV,,,0.1129,,,,,,0.1129,,,
DFJ,0.191,66.0,0.163,59.0,0.219,73.0,0.191,74.0,0.163,70.0,0.219,74.0
DFLV,,,,,0.2231,,,,,,0.2231,
DFS,0.6298,91.0,0.6462,92.0,0.6133,91.0,0.3658,70.0,0.3332,65.0,0.3984,72.0
DFSV,0.2027,,0.1698,,0.2357,,0.2064,,0.1752,,0.2375,
DFUS,0.1573,,0.1439,,0.1707,,0.1612,,0.1417,,0.1806,
DG,0.3682,89.0,0.3673,88.0,0.369,88.0,0.4137,97.0,0.4164,99.0,0.411,96.0
DGII,0.909,100.0,1.3547,100.0,0.4632,60.0,0.4878,75.0,0.5124,84.0,0.4632,68.0
DGIN,0.2873,,0.2948,,0.2798,,0.2643,,0.2489,,0.2798,
DGRO,0.1316,,0.1407,,0.1224,,0.1435,,0.0991,,0.1879,
DGRS,0.236,,0.2305,,0.2415,,0.224,,0.2082,,0.2397,
DGRW,0.1895,,0.1852,,0.1938,73.0,0.1493,,0.1261,,0.1725,50.0
DGS,0.1652,56.0,0.1613,61.0,0.1692,52.0,0.143,14.0,0.1169,22.0,0.1692,18.0
DGT,0.1646,62.0,0.1349,52.0,0.1942,69.0,0.1624,57.0,0.134,51.0,0.1908,65.0
DGX,0.2088,40.0,0.2091,42.0,0.2086,39.0,0.2502,68.0,0.251,71.0,0.2493,62.0
DH,,,,,0.7004,,,,,,0.6635,
DHC,0.5875,,0.5658,,0.6092,,0.5876,,0.5658,,0.6093,
DHI,0.3818,57.0,0.3866,60.0,0.377,55.0,0.357,42.0,0.3376,35.0,0.3765,49.0
DHR,0.285,82.0,0.2581,73.0,0.3119,87.0,0.272,71.0,0.2738,74.0,0.2702,66.0
DHS,0.1506,,0.1351,,0.1662,,0.141,,0.0935,,0.1885,
DHT,0.3662,12.0,0.3751,25.0,0.3573,8.0,0.393,22.0,0.3158,19.0,0.4703,33.0
DHX,,,0.9465,95.0,,,,,0.9465,97.0,,
DIA,0.1547,64.0,0.1433,59.0,0.1661,69.0,0.1512,21.0,0.1391,33.0,0.1633,17.0
DIG,0.4817,59.0,0.3889,42.0,0.5745,72.0,0.4236,37.0,0.3846,34.0,0.4625,41.0
DIN,0.4576,65.0,0.4643,67.0,0.4509,62.0,0.4818,71.0,0.4313,65.0,0.5323,77.0
DINO,0.4099,,0.4176,,0.4021,,0.3917,,0.3342,,0.4492,
DIOD,0.5081,84.0,0.5154,84.0,0.5008,81.0,0.5362,94.0,0.5381,94.0,0.5343,93.0
DIPS,0.5492,,0.3723,,0.726,,0.6936,,0.2897,,1.0974,
DIS,0.25,59.0,0.2523,61.0,0.2477,57.0,0.2785,61.0,0.2855,70.0,0.2716,45.0
DISO,,,,,0.4865,,,,,,0.4865,
DIV,0.1518,,0.0988,,0.2048,,0.1518,,0.0988,,0.2048,
DIVO,,,,,0.1455,,,,,,0.1757,
DJD,0.1513,,0.1144,,0.1882,,0.1553,,0.1416,,0.1691,
DJIA,,,,,0.2839,,,,,,0.309,
DJT,0.7354,,0.7104,,0.7605,,0.7493,,0.6857,,0.8129,
DK,0.5536,67.0,0.5211,62.0,0.586,73.0,0.5232,64.0,0.4651,54.0,0.5814,76.0
DKL,0.2946,25.0,0.2209,12.0,0.3682,43.0,0.2654,10.0,0.1572,5.0,0.3736,38.0
DKNG,0.488,,0.4969,,0.4792,,0.5052,,0.4924,,0.518,
DKS,0.3715,60.0,0.3594,57.0,0.3836,63.0,0.4054,70.0,0.4085,79.0,0.4024,53.0
DLB,0.209,13.0,0.2275,23.0,0.1904,7.0,0.2586,37.0,0.2385,28.0,0.2787,43.0
DLN,0.1528,65.0,0.1138,49.0,0.1918,77.0,0.1313,45.0,0.1118,50.0,0.1508,36.0
DLNG,,,0.6411,,,,,,0.6411,,,
DLO,0.4504,,0.4537,,0.4472,,0.5507,,0.524,,0.5774,
DLR,0.2891,66.0,0.2933,71.0,0.2849,60.0,0.306,72.0,0.2537,61.0,0.3584,80.0
DLS,0.1637,,0.1323,,0.195,,0.1755,,0.1323,,0.2188,
DLTR,1.0105,100.0,1.0094,100.0,1.0116,100.0,0.4869,94.0,0.4859,95.0,0.4879,93.0
DLX,0.4546,78.0,0.427,76.0,0.4821,80.0,0.4122,75.0,0.3422,64.0,0.4821,84.0
DM,3.8044,,4.175,,3.4338,,2.8062,,4.175,,1.4375,
DMAC,0.9416,,1.0113,,0.8718,,0.9416,,1.0113,,0.8718,
DMLP,0.2649,24.0,0.1754,6.0,0.3543,45.0,0.2649,27.0,0.1754,11.0,0.3543,39.0
DMRC,0.804,73.0,0.81,72.0,0.7981,73.0,0.7512,70.0,0.7658,74.0,0.7367,66.0
DNA,1.3375,98.0,1.0874,90.0,1.5876,100.0,1.0021,87.0,0.8603,77.0,1.144,96.0
DNB,0.733,100.0,0.7263,99.0,0.7396,100.0,0.733,100.0,0.7263,100.0,0.7396,100.0
DNL,0.1556,,0.1364,,0.1749,,0.17,,0.1452,,0.1949,
DNLI,0.932,,0.9827,,0.8814,,0.794,,0.777,,0.8111,
DNN,0.6752,,0.6458,,0.7047,,0.6983,,0.6996,,0.697,
DNOW,0.4615,45.0,0.5277,65.0,0.3953,21.0,0.426,35.0,0.3952,26.0,0.4567,50.0
DNTH,0.8946,,0.9416,,0.8476,,0.9532,,0.9482,,0.9582,
DNUT,0.4809,,0.3695,,0.5923,,0.5652,,0.5758,,0.5545,
DOC,0.2158,31.0,0.1996,40.0,0.2321,28.0,0.2406,59.0,0.1873,46.0,0.294,67.0
DOCN,0.5116,,0.5295,,0.4938,,0.5068,,0.5032,,0.5103,
DOCS,0.503,,0.5082,,0.4979,,0.5763,,0.5746,,0.578,
DOCU,0.3737,,0.3787,,0.3687,,0.4452,,0.4409,,0.4495,
DOG,0.1758,66.0,0.1274,36.0,0.2243,82.0,0.1617,40.0,0.1146,10.0,0.2088,65.0
DOL,0.1591,,0.1148,,0.2034,,0.1591,,0.1148,,0.2034,
DOLE,0.4166,,0.2479,,0.5854,,0.445,,0.3046,,0.5854,
DOMO,0.5616,,0.511,,0.6121,,0.6197,,0.5311,,0.7083,
DON,0.1794,,0.1653,57.0,0.1935,59.0,0.172,,0.1431,55.0,0.2008,57.0
DOOO,0.4984,,0.5645,,0.4323,,0.4626,,0.4639,,0.4613,
DORM,0.3062,44.0,0.297,40.0,0.3154,49.0,0.3477,70.0,0.349,71.0,0.3464,67.0
DOUG,,,1.0509,,,,,,1.0509,,,
DOV,0.24,48.0,0.2288,42.0,0.2513,54.0,0.2549,56.0,0.2424,51.0,0.2674,57.0
DOW,0.2878,62.0,0.2847,62.0,0.291,61.0,0.282,50.0,0.1603,6.0,0.4036,84.0
DOX,0.1957,30.0,0.1766,23.0,0.2148,38.0,0.2186,44.0,0.2169,46.0,0.2204,42.0
DPST,0.8852,,0.8605,,0.9098,,0.7759,,0.7015,,0.8503,
DPZ,0.2848,52.0,0.2902,55.0,0.2793,47.0,0.3015,56.0,0.2761,41.0,0.3269,67.0
DQ,0.6375,34.0,0.6469,40.0,0.628,31.0,0.6444,36.0,0.6122,28.0,0.6766,44.0
DRD,0.5069,,0.5234,33.0,0.4904,10.0,0.489,,0.4994,33.0,0.4786,6.0
DRI,0.6885,98.0,0.6638,98.0,0.7132,98.0,0.2735,51.0,0.2203,31.0,0.3267,67.0
DRIP,0.5926,18.0,0.5556,16.0,0.6297,18.0,0.5221,6.0,0.5188,12.0,0.5254,2.0
DRIV,,,0.3488,36.0,,,,,0.3488,25.0,,
DRLL,,,0.1509,,,,,,0.1509,,,
DRN,0.5406,62.0,0.5006,57.0,0.5805,66.0,0.5316,54.0,0.4881,57.0,0.5752,53.0
DRS,0.3887,,0.3768,79.0,0.4006,82.0,0.423,,0.4132,88.0,0.4329,92.0
DRUP,0.2375,,0.2283,,0.2467,,0.2375,,0.2198,,0.2552,
DRV,0.5358,57.0,0.5383,60.0,0.5334,55.0,0.565,50.0,0.516,46.0,0.614,54.0
DRVN,0.4938,,0.4943,,0.4933,,0.4473,,0.4389,,0.4557,
DSGN,,,1.0145,,,,,,1.0145,,,
DSGR,,,0.4709,,,,,,0.4709,,,
DSGX,0.272,,0.2739,,0.27,,0.277,,0.2775,,0.2765,
DSI,0.1834,,0.1962,,0.1705,,0.1823,,0.1733,,0.1913,
DSL,,,,,0.1585,10.0,,,,,0.1585,6.0
DSP,0.7585,,0.8212,,0.6958,,0.6368,,0.5834,,0.6902,
DSTL,0.1668,,0.151,,0.1825,,0.1496,,0.1144,,0.1848,
DSX,,,0.4623,50.0,,,,,0.4623,55.0,,
DT,0.3448,48.0,0.3134,45.0,0.3761,52.0,0.3518,41.0,0.3492,44.0,0.3544,37.0
DTCR,0.364,,0.3519,,0.376,,0.3094,,0.3022,,0.3167,
DTD,,,,,0.1843,,,,,,0.1843,
DTE,0.1814,49.0,0.171,48.0,0.1919,51.0,0.2059,71.0,0.1805,60.0,0.2313,77.0
DTEC,0.2168,,0.2059,,0.2277,,0.2079,,0.1998,,0.216,
DTH,,,,,0.2496,,,,,,0.2496,
DTM,0.3137,,0.3237,,0.3038,,0.2666,,0.241,,0.2923,
DUG,0.5431,65.0,0.4985,60.0,0.5877,71.0,0.3788,17.0,0.3013,4.0,0.4564,34.0
DUHP,,,0.1523,,,,,,0.1523,,,
DUK,0.1746,46.0,0.1717,57.0,0.1776,41.0,0.1724,26.0,0.1103,19.0,0.2344,38.0
DUOL,0.5636,,0.5803,,0.5469,,0.583,,0.5781,,0.5879,
DUSL,0.5264,,0.5527,,0.5,,0.4888,,0.4361,,0.5416,
DUST,0.718,40.0,0.84,61.0,0.5961,16.0,0.6506,20.0,0.5332,21.0,0.7679,24.0
DV,0.4896,71.0,0.5412,80.0,0.4379,57.0,0.5405,86.0,0.529,84.0,0.552,87.0
DVA,0.2908,63.0,0.3025,69.0,0.279,56.0,0.3597,86.0,0.36,88.0,0.3594,83.0
DVAX,0.4532,11.0,0.3482,4.0,0.5583,18.0,0.3561,1.0,0.3383,1.0,0.3739,1.0
DVN,0.3368,52.0,0.3408,54.0,0.3328,51.0,0.3137,33.0,0.2639,14.0,0.3635,53.0
DVY,0.1737,74.0,0.1851,80.0,0.1624,66.0,0.1601,63.0,0.1405,64.0,0.1796,57.0
DVYE,,,,,0.2052,,,,,,0.2421,
DWAS,0.2735,71.0,0.2579,67.0,0.2891,76.0,0.2554,70.0,0.2536,73.0,0.2573,67.0
DWM,0.1481,,0.1229,,0.1733,,0.1573,,0.1254,,0.1892,
DX,0.2168,,0.1516,,0.282,,0.2204,,0.1373,,0.3034,
DXC,0.8158,,1.2429,,0.3888,,0.414,,0.3882,,0.4398,
DXCM,0.396,31.0,0.3803,28.0,0.4117,35.0,0.4702,52.0,0.4574,48.0,0.4829,56.0
DXD,0.6546,97.0,0.4158,82.0,0.8934,99.0,0.3591,46.0,0.3104,39.0,0.4078,55.0
DXJ,0.1964,65.0,0.2185,77.0,0.1742,44.0,0.1689,11.0,0.12,2.0,0.2178,45.0
DXJS,,,0.1872,48.0,,,,,0.1677,53.0,,
DXPE,0.6384,79.0,0.5431,63.0,0.7337,89.0,0.5432,78.0,0.539,76.0,0.5473,78.0
DY,0.4949,72.0,0.5257,79.0,0.4641,65.0,0.5085,74.0,0.507,74.0,0.51,74.0
DYN,,,1.5565,96.0,,,,,0.6691,71.0,,
E,0.4345,90.0,0.2951,66.0,0.5739,95.0,0.253,43.0,0.2016,30.0,0.3043,57.0
EA,0.2633,43.0,0.2735,47.0,0.2532,39.0,0.2897,20.0,0.2766,18.0,0.3028,28.0
EAF,0.8594,,0.8227,,0.8962,,0.8315,,0.8227,,0.8403,
