symbol,ivmean10,ivmean10_rank,ivcall10,ivcall10_rank,ivput10,ivput10_rank,ivmean1080,ivmean1080_rank,ivcall1080,ivcall1080_rank,ivput1080,ivput1080_rank
ASB,0.3522,66.0,0.2871,50.0,0.4172,79.0,0.3219,67.0,0.3026,67.0,0.3413,67.0
ASC,0.4892,52.0,0.4767,50.0,0.5017,53.0,0.4542,46.0,0.4066,37.0,0.5017,53.0
ASGN,0.5584,88.0,0.5504,87.0,0.5663,87.0,0.4112,67.0,0.4114,68.0,0.4111,69.0
ASH,0.325,75.0,0.3447,80.0,0.3054,68.0,0.3553,80.0,0.3521,81.0,0.3585,78.0
ASHR,0.2529,66.0,0.2506,69.0,0.2552,62.0,0.2302,40.0,0.1951,52.0,0.2654,23.0
ASHS,0.2477,53.0,0.2472,62.0,0.2482,44.0,0.2408,39.0,0.2334,64.0,0.2482,23.0
ASIX,0.4692,55.0,0.3888,25.0,0.5496,76.0,0.4724,70.0,0.4265,48.0,0.5183,84.0
ASLE,0.5325,,0.562,,0.503,,0.6228,,0.4627,,0.783,
ASML,0.3632,59.0,0.3573,57.0,0.3692,60.0,0.3789,71.0,0.3854,79.0,0.3724,63.0
ASND,0.4168,,0.4033,,0.4303,,0.5003,,0.5006,,0.4999,
ASO,0.7358,,0.7355,,0.7361,,0.4255,,0.4045,,0.4465,
ASPI,1.6759,,1.6641,,1.6877,,1.3177,,1.3394,,1.296,
ASPN,0.6981,,0.6459,,0.7503,,0.8225,,0.8034,,0.8416,
ASR,0.3476,78.0,0.392,88.0,0.3032,54.0,0.3588,85.0,0.2263,13.0,0.4913,97.0
ASTE,0.3929,44.0,0.4254,57.0,0.3604,33.0,0.3526,30.0,0.3447,30.0,0.3604,31.0
ASTH,0.5598,,0.4918,,0.6277,,0.6274,,0.6559,,0.5989,
ASTL,0.6444,,0.7133,,0.5756,,0.5138,,0.4682,,0.5593,
ASTS,1.0345,,1.0359,,1.0332,,0.9432,,0.9002,,0.9862,
ASUR,,,,,0.555,,,,,,0.5302,
ASX,,,0.4382,,,,,,0.3521,,,
ATAI,1.4148,,1.5782,,1.2515,,1.4972,,1.7428,,1.2515,
ATAT,0.5905,,0.5612,,0.6198,,0.4846,,0.4837,,0.4854,
ATEC,0.636,,0.613,,0.6591,,0.65,,0.5868,,0.7131,
ATEN,0.3609,6.0,0.3644,10.0,0.3574,6.0,0.4065,13.0,0.4047,21.0,0.4083,15.0
ATER,1.3336,,1.4278,,1.2393,,1.2603,,1.2655,,1.2551,
ATEX,0.5439,,0.6024,,0.4854,,0.4912,,0.5239,,0.4585,
ATGE,0.4954,,0.5465,,0.4443,,0.4426,,0.4559,,0.4293,
ATHM,0.5597,68.0,0.4163,26.0,0.7031,91.0,0.4082,16.0,0.3604,9.0,0.456,37.0
ATI,0.3958,36.0,0.3933,37.0,0.3982,37.0,0.4067,31.0,0.4054,34.0,0.408,28.0
ATKR,0.5174,,0.6623,,0.3725,,0.5218,,0.5242,,0.5195,
ATLO,,,0.3678,,,,,,0.3678,,,
ATLX,1.2204,,1.1774,,1.2635,,1.3212,,1.1941,,1.4483,
ATMU,0.3331,,0.3275,,0.3387,,0.361,,0.3394,,0.3826,
ATNI,0.5968,92.0,0.6723,96.0,0.5212,84.0,0.458,87.0,0.3949,65.0,0.5212,96.0
ATO,0.2116,61.0,0.2714,87.0,0.1517,12.0,0.191,57.0,0.1638,42.0,0.2182,68.0
ATOM,1.1271,,1.1188,,1.1354,,1.2701,,1.312,,1.2282,
ATR,0.2324,54.0,0.2137,48.0,0.2512,62.0,0.2428,64.0,0.2334,62.0,0.2523,65.0
ATRC,0.5528,68.0,0.6322,81.0,0.4733,43.0,0.484,70.0,0.4832,70.0,0.4849,70.0
ATRO,,,,,0.4097,,,,,,0.4944,
ATS,0.8742,,0.4854,,1.263,,0.3455,,0.3637,,0.3272,
ATUS,0.8592,,0.7927,,0.9258,,0.6819,,0.5588,,0.805,
ATXS,1.0737,,0.9426,,1.2048,,1.0342,,0.8636,,1.2048,
ATYR,1.217,,1.249,,1.1849,,1.8528,,2.0879,,1.6176,
AU,0.4016,48.0,0.4042,50.0,0.399,46.0,0.4164,50.0,0.3836,43.0,0.4493,56.0
AUB,,,,,0.3952,,,,,,0.3952,
AUDC,,,,,0.4549,30.0,,,,,0.4549,30.0
AUPH,0.6167,22.0,0.6009,23.0,0.6325,24.0,0.5964,13.0,0.5557,9.0,0.6371,18.0
AUR,0.9722,,0.9796,,0.9649,,0.9092,,0.9043,,0.9142,
AURA,,,0.9915,,,,,,0.9915,,,
AUTL,,,1.1877,,,,,,0.9482,,,
AVA,0.2848,60.0,0.3024,67.0,0.2673,53.0,0.218,41.0,0.1792,20.0,0.2569,54.0
AVAH,,,,,0.8369,,,,,,0.8312,
AVAV,0.4825,73.0,0.4771,71.0,0.4879,73.0,0.5334,91.0,0.5361,92.0,0.5307,90.0
AVB,0.239,68.0,0.2318,66.0,0.2462,70.0,0.216,49.0,0.2205,60.0,0.2116,36.0
AVD,,,0.544,74.0,,,,,0.544,84.0,,
AVDE,0.1468,,0.1217,,0.172,,0.1548,,0.1217,,0.1878,
AVDL,0.6837,,0.6396,,0.7278,,0.6745,,0.6804,,0.6686,
AVDV,0.1586,,0.1485,,0.1686,,0.1737,,0.1514,,0.196,
AVDX,0.8205,,0.5879,,1.0531,,0.7556,,0.4581,,1.0531,
AVEM,0.1917,,0.1925,,0.1909,,0.1824,,0.1585,,0.2064,
AVGE,0.1652,,0.1515,,0.1788,,0.1541,,0.1294,,0.1788,
AVGO,0.4372,86.0,0.4412,88.0,0.4331,85.0,0.4304,96.0,0.4331,97.0,0.4278,91.0
AVGV,0.155,,0.1264,,0.1835,,0.155,,0.1264,,0.1835,
AVGX,0.9268,,0.9198,,0.9338,,0.8709,,0.8518,,0.89,
AVIE,,,0.1329,,,,,,0.1329,,,
AVLC,0.1748,,0.1558,,0.1938,,0.1748,,0.1558,,0.1938,
AVLV,0.1634,,0.1522,,0.1746,,0.1627,,0.1487,,0.1767,
AVMC,0.1749,,0.1589,,0.1909,,0.174,,0.1572,,0.1909,
AVMV,0.2156,,0.1657,,0.2655,,0.1904,,0.1657,,0.2151,
AVNM,,,,,0.1924,,,,,,0.1924,
AVNS,,,0.4684,,,,,,0.4684,,,
AVNT,0.474,,0.3173,,0.6306,,0.3327,,0.3173,,0.3481,
AVNV,,,0.1384,,,,,,0.1384,,,
AVNW,0.596,,0.681,,0.511,,0.5754,,0.5819,,0.5689,
AVO,0.3976,,0.4271,,0.3682,,0.4054,,0.4271,,0.3836,
AVPT,0.3254,,0.2713,,0.3796,,0.4422,,0.4493,,0.4352,
AVRE,,,0.1444,,,,,,0.1444,,,
AVSC,0.245,,0.2245,,0.2656,,0.2372,,0.216,,0.2585,
AVSU,0.1824,,0.1612,,0.2037,,0.1824,,0.1612,,0.2037,
AVT,0.427,84.0,0.3596,69.0,0.4944,90.0,0.2863,40.0,0.2657,36.0,0.3069,45.0
AVTR,0.3866,,0.3785,,0.3947,,0.3893,,0.4123,,0.3664,
AVUS,0.1797,,0.1535,,0.2059,,0.1764,,0.1526,,0.2002,
AVUV,0.2454,,0.2166,,0.2742,,0.227,,0.1839,,0.2701,
AVXL,1.0488,36.0,0.8447,20.0,1.2528,62.0,1.061,33.0,1.0964,47.0,1.0256,26.0
AVY,0.2066,34.0,0.1984,31.0,0.2149,37.0,0.2378,47.0,0.2239,42.0,0.2517,52.0
AWAY,0.3117,,0.3659,,0.2575,,0.3117,,0.3659,,0.2575,
AWI,0.2516,25.0,0.2322,17.0,0.2711,35.0,0.3168,59.0,0.3063,55.0,0.3274,61.0
AWK,0.2496,80.0,0.2802,89.0,0.2189,63.0,0.2362,71.0,0.2169,65.0,0.2555,77.0
AWR,0.4061,97.0,0.5422,99.0,0.27,66.0,0.2458,74.0,0.2198,57.0,0.2718,81.0
AX,0.3954,,0.3882,,0.4025,,0.418,,0.4269,,0.4092,
AXGN,0.6999,48.0,0.7094,52.0,0.6903,52.0,0.7862,82.0,0.8182,85.0,0.7543,76.0
AXL,0.8754,95.0,0.8601,94.0,0.8908,95.0,0.543,68.0,0.5783,77.0,0.5076,57.0
AXON,0.4254,,0.4258,,0.425,,0.4952,,0.4894,,0.5011,
AXP,0.2767,66.0,0.2764,67.0,0.277,66.0,0.2912,66.0,0.2947,69.0,0.2876,56.0
AXS,0.4246,94.0,0.5995,98.0,0.2496,51.0,0.2326,49.0,0.2413,62.0,0.2239,33.0
AXSM,0.5193,,0.4678,,0.5708,,0.4288,,0.4222,,0.4353,
AXTA,0.3988,87.0,0.4003,87.0,0.3973,86.0,0.2844,40.0,0.2737,35.0,0.2952,48.0
AYI,0.3788,69.0,0.3487,61.0,0.409,75.0,0.329,46.0,0.3219,43.0,0.3361,49.0
AZ,1.0391,,0.9765,,1.1017,,0.7737,,0.6931,,0.8543,
AZEK,0.4025,,0.3777,,0.4274,,0.4147,,0.4253,,0.4041,
AZN,0.2064,28.0,0.2097,35.0,0.203,25.0,0.2588,68.0,0.2308,64.0,0.2867,59.0
AZO,0.2044,38.0,0.2023,37.0,0.2065,39.0,0.254,45.0,0.2528,47.0,0.2553,40.0
AZTA,0.4733,,0.4581,,0.4885,,0.4638,,0.4452,,0.4823,
AZUL,1.2721,,1.0707,,1.4736,,1.297,,1.3204,,1.2736,
AZZ,0.4053,68.0,0.4258,72.0,0.3848,62.0,0.3944,75.0,0.4023,75.0,0.3866,73.0
BA,0.3455,78.0,0.349,79.0,0.342,77.0,0.3552,74.0,0.3448,72.0,0.3657,77.0
BABA,0.4474,74.0,0.4504,74.0,0.4443,73.0,0.4368,83.0,0.4198,78.0,0.4537,86.0
BABO,0.3933,,0.3982,,0.3884,,0.4691,,0.1839,,0.7543,
BABX,0.9038,,0.8977,,0.9099,,0.9474,,0.9821,,0.9128,
BAC,0.2676,56.0,0.2687,57.0,0.2666,55.0,0.2464,25.0,0.1971,15.0,0.2956,52.0
BAH,0.415,92.0,0.4143,92.0,0.4158,91.0,0.4147,97.0,0.391,95.0,0.4384,98.0
BALL,0.2735,,0.2761,,0.2709,,0.3046,,0.2728,,0.3365,
BAM,0.3493,80.0,0.3612,84.0,0.3374,77.0,0.3684,90.0,0.3332,84.0,0.4035,94.0
BANC,0.3896,61.0,0.3862,63.0,0.3929,60.0,0.3654,56.0,0.347,55.0,0.3838,57.0
BAND,0.5569,,0.5238,,0.59,,0.6186,,0.6177,,0.6196,
BANF,0.3062,,0.3045,,0.3079,,0.2918,,0.2971,,0.2865,
BANR,0.3396,52.0,0.3681,62.0,0.311,43.0,0.2855,44.0,0.26,38.0,0.311,49.0
BAP,0.2218,25.0,0.2416,39.0,0.202,15.0,0.2526,37.0,0.1739,4.0,0.3312,65.0
BARK,0.8747,,0.8893,,0.8601,,0.8714,,0.8826,,0.8601,
BASE,0.5342,,0.5312,,0.5371,,0.5668,,0.5708,,0.5627,
BATRA,0.3335,,0.2503,,0.4167,,0.3335,,0.2503,,0.4167,
BATRK,,,0.3404,57.0,,,,,0.2217,7.0,,
BATT,,,0.3067,,,,,,0.3067,,,
BAX,0.2851,78.0,0.2954,81.0,0.2747,73.0,0.2952,85.0,0.2561,74.0,0.3342,88.0
BB,0.727,,0.7349,,0.7192,,0.8202,,0.8018,,0.8385,
BBAI,1.3368,,1.3057,,1.3679,,1.1269,,0.9916,,1.2621,
BBAR,0.589,,0.5325,,0.6454,,0.7288,,0.5918,,0.8657,
BBC,0.4008,,0.412,,0.3895,,0.3867,,0.3808,,0.3925,
BBCP,,,0.4302,,,,,,0.5281,,,
BBD,0.3436,34.0,0.3168,23.0,0.3704,45.0,0.3032,6.0,0.2277,1.0,0.3787,41.0
BBDC,,,0.1877,,,,,,0.1545,,,
BBH,0.213,52.0,0.2067,49.0,0.2193,55.0,0.2068,27.0,0.1993,28.0,0.2143,25.0
BBIO,0.9202,,0.791,,1.0493,,0.5232,,0.5216,,0.5248,
BBMC,0.19,,0.1579,,0.2221,,0.1844,,0.1211,,0.2477,
BBP,0.227,,0.2234,,0.2306,,0.2268,,0.2243,,0.2294,
BBSI,,,,,0.4584,65.0,,,,,0.345,30.0
BBU,,,,,0.8613,,,,,,0.8613,
BBVA,,,,,0.7054,95.0,,,,,0.5202,85.0
BBW,0.4052,15.0,0.4539,26.0,0.3565,5.0,0.5069,39.0,0.5075,42.0,0.5063,37.0
BBWI,0.412,,0.4101,,0.414,,0.431,,0.3849,,0.4772,
BBY,0.3267,51.0,0.2992,42.0,0.3542,59.0,0.3511,49.0,0.3646,67.0,0.3377,19.0
BC,0.3951,68.0,0.3912,67.0,0.399,67.0,0.3986,68.0,0.3716,65.0,0.4257,70.0
BCAX,,,0.9485,,,,,,0.8738,,,
BCBP,,,,,0.6874,,,,,,0.6874,
BCC,0.299,15.0,0.3036,21.0,0.2945,14.0,0.3759,55.0,0.3585,44.0,0.3933,63.0
BCD,,,0.3263,,,,,,0.2136,,,
BCE,0.2853,87.0,0.318,92.0,0.2526,75.0,0.2566,88.0,0.1646,57.0,0.3487,96.0
BCH,,,,,0.3371,,,,,,0.3658,
BCI,,,0.377,,,,,,0.377,,,
BCO,0.2832,44.0,0.2821,46.0,0.2842,43.0,0.3158,60.0,0.3059,56.0,0.3258,62.0
BCPC,0.267,36.0,0.2711,42.0,0.263,34.0,0.2709,36.0,0.269,39.0,0.2728,36.0
BCRX,0.4754,3.0,0.4611,4.0,0.4898,4.0,0.4855,1.0,0.4811,1.0,0.4898,2.0
BCS,0.3485,50.0,0.3442,52.0,0.3527,47.0,0.3728,54.0,0.3386,51.0,0.4071,55.0
BCSF,0.3375,,0.4085,,0.2664,,0.2327,,0.1984,,0.2669,
BCYC,,,1.313,,,,,,0.7503,,,
BDC,0.3015,21.0,0.3208,30.0,0.2822,14.0,0.3208,26.0,0.3208,27.0,0.3208,25.0
BDN,0.4831,80.0,0.5529,87.0,0.4133,67.0,0.4506,79.0,0.5529,90.0,0.3482,57.0
BDRY,2.2312,,1.7265,,2.7359,,1.2346,,1.435,,1.0341,
BDX,0.19,47.0,0.1938,51.0,0.1862,42.0,0.2211,62.0,0.1919,38.0,0.2503,80.0
BE,0.7321,,0.7327,,0.7315,,0.7215,,0.6979,,0.7452,
BEAM,1.1166,,1.3141,,0.9192,,0.7165,,0.7503,,0.6827,
BECN,0.2567,6.0,0.3007,22.0,0.2126,2.0,0.09,1.0,0.0492,1.0,0.1307,1.0
BEKE,0.5673,,0.6062,,0.5284,,0.61,,0.6281,,0.5919,
BELFB,0.4182,24.0,0.3965,19.0,0.4399,33.0,0.4286,27.0,0.4206,25.0,0.4366,31.0
BEN,0.3242,74.0,0.2921,65.0,0.3562,81.0,0.3074,66.0,0.3089,66.0,0.306,62.0
BEP,0.3261,,0.3278,,0.3244,,0.3136,,0.2591,,0.3681,
BEPC,0.4008,,0.4488,,0.3527,,0.363,,0.3255,,0.4004,
BERY,0.3829,87.0,0.2881,53.0,0.4777,96.0,0.2824,39.0,0.2544,23.0,0.3104,60.0
BETZ,0.2212,,0.2051,,0.2373,,0.244,,0.2507,,0.2373,
BFAM,0.2302,26.0,0.24,32.0,0.2203,23.0,0.3031,52.0,0.3118,59.0,0.2943,48.0
BFH,0.4301,,0.44,,0.4202,,0.4628,,0.4477,,0.4778,
BFLY,0.9814,,1.008,,0.9549,,0.9496,,1.0082,,0.891,
BFOR,0.1857,67.0,0.1869,69.0,0.1845,63.0,0.1804,68.0,0.1779,72.0,0.1828,59.0
BFS,,,,,0.2613,,,,,,0.2613,
BG,0.2702,49.0,0.2647,49.0,0.2757,50.0,0.2924,64.0,0.2522,41.0,0.3325,75.0
BGC,0.374,25.0,0.37,28.0,0.3779,26.0,0.4044,27.0,0.4072,35.0,0.4017,25.0
BGS,0.5026,89.0,0.3482,57.0,0.6571,97.0,0.4968,96.0,0.5172,97.0,0.4765,71.0
BGSF,0.8373,,0.4665,,1.2081,,0.8373,,0.4665,,1.2081,
BHB,,,,,0.3891,,,,,,0.4063,
BHC,0.5157,,0.5032,,0.5283,,0.7876,,0.8168,,0.7585,
BHE,0.3298,38.0,0.3313,41.0,0.3282,38.0,0.3318,43.0,0.3313,49.0,0.3323,39.0
BHF,0.4904,,0.5621,,0.4186,,0.3893,,0.4086,,0.3701,
BHLB,,,,,0.4332,70.0,,,,,0.4332,80.0
BHP,0.2749,36.0,0.2801,44.0,0.2697,31.0,0.2625,16.0,0.2364,39.0,0.2886,9.0
BHR,0.8021,,0.6483,,0.9559,,0.6612,,0.6483,,0.6741,
BHVN,1.1728,,1.6201,,0.7256,,0.6362,,0.6298,,0.6425,
BIB,0.4156,39.0,0.3656,26.0,0.4655,54.0,0.3892,15.0,0.3612,11.0,0.4173,21.0
BIDU,0.4655,67.0,0.4716,68.0,0.4594,66.0,0.4501,64.0,0.4525,67.0,0.4477,60.0
BIGC,0.6962,,0.6903,,0.7021,,0.6729,,0.6728,,0.673,
BIGY,,,,,0.3587,,,,,,0.3464,
BIIB,0.312,50.0,0.266,27.0,0.3579,71.0,0.383,80.0,0.3852,80.0,0.3807,80.0
BILI,0.643,,0.6369,,0.649,,0.6738,,0.6744,,0.6732,
BILL,0.5179,,0.5202,,0.5156,,0.6059,,0.5987,,0.6131,
BIO,0.5295,97.0,0.5079,95.0,0.5511,98.0,0.3912,91.0,0.3867,91.0,0.3958,92.0
BIOA,,,,,0.8814,,,,,,0.8814,
BIOX,,,,,0.8178,,,,,,0.8178,
BIP,0.3275,76.0,0.3476,81.0,0.3074,68.0,0.2948,77.0,0.2501,71.0,0.3395,78.0
BIPC,0.397,,0.4142,,0.3799,,0.3582,,0.3397,,0.3767,
BIRK,0.4824,,0.4205,,0.5443,,0.4449,,0.4403,,0.4495,
BIS,,,,,0.4487,40.0,,,,,0.4487,17.0
BITB,0.4634,,0.4802,,0.4466,,0.5974,,0.5939,,0.6009,
BITF,1.5643,,1.1643,,1.9643,,0.9402,,1.0954,,0.7849,
BITI,0.5302,,0.5058,,0.5546,,0.5936,,0.5425,,0.6447,
BITO,0.4614,,0.4517,,0.4711,,0.6034,,0.2027,,1.0042,
BITQ,0.802,,0.8418,,0.7622,,0.7812,,0.7446,,0.8179,
BITS,0.5236,,0.4198,,0.6274,,0.5543,,0.4859,,0.6227,
BITU,0.9395,,0.9732,,0.9058,,1.1192,,0.9699,,1.2686,
BIV,0.0522,53.0,0.0367,35.0,0.0678,65.0,0.0616,62.0,0.0367,54.0,0.0865,63.0
BIZD,,,,,0.3667,,,,,,0.3727,
BJ,0.2924,19.0,0.2977,24.0,0.287,16.0,0.3498,43.0,0.3492,46.0,0.3504,43.0
BJK,,,0.2087,53.0,,,,,0.2087,60.0,,
BJRI,0.6806,89.0,0.9051,97.0,0.4562,64.0,0.5072,78.0,0.5387,81.0,0.4757,73.0
BK,0.2504,56.0,0.2418,53.0,0.259,57.0,0.2636,52.0,0.2246,36.0,0.3027,61.0
BKCH,0.956,,0.9009,,1.0111,,0.8771,,0.8667,,0.8875,
BKD,0.5392,62.0,0.5579,66.0,0.5204,57.0,0.5506,69.0,0.549,70.0,0.5522,68.0
BKE,0.341,28.0,0.3158,27.0,0.3663,34.0,0.3662,43.0,0.33,38.0,0.4024,45.0
BKF,0.2095,47.0,0.2043,52.0,0.2146,44.0,0.2156,39.0,0.2003,49.0,0.231,32.0
BKH,0.2526,60.0,0.2439,64.0,0.2612,60.0,0.2087,34.0,0.1801,27.0,0.2373,45.0
BKLC,0.1718,,0.1481,,0.1954,,0.149,,0.0883,,0.2098,
BKNG,0.2823,,0.2909,,0.2737,,0.3103,,0.2988,,0.3217,
BKR,0.2915,,0.2946,,0.2885,,0.3086,,0.2776,,0.3397,
BKSY,0.9938,,1.0853,,0.9024,,0.9466,,1.049,,0.8443,
BKU,0.592,93.0,0.4444,79.0,0.7397,97.0,0.4067,80.0,0.3661,73.0,0.4473,83.0
BKV,0.5172,,0.5658,,0.4687,,0.4252,,0.3817,,0.4687,
BL,0.5014,,0.3252,,0.6776,,0.396,,0.3956,,0.3965,
BLBD,0.6075,,0.6109,,0.6041,,0.594,,0.5911,,0.597,
BLCN,0.3981,,0.3776,,0.4186,,0.433,,0.3784,,0.4875,
BLCO,0.3451,,0.3551,,0.3351,,0.3469,,0.3587,,0.3351,
BLD,0.4545,75.0,0.4613,77.0,0.4477,73.0,0.4047,67.0,0.4019,65.0,0.4075,68.0
BLDE,1.1394,,1.0665,,1.2124,,1.0088,,0.9597,,1.0578,
BLDP,0.7929,75.0,0.9273,92.0,0.6585,41.0,0.6864,64.0,0.6963,74.0,0.6764,52.0
BLDR,0.4664,52.0,0.5094,63.0,0.4233,40.0,0.4367,35.0,0.4311,37.0,0.4423,38.0
BLFS,0.775,,0.6719,,0.8781,,0.6655,,0.6747,,0.6563,
BLFY,,,0.3644,,,,,,0.3644,,,
BLK,0.2474,53.0,0.235,49.0,0.2597,57.0,0.253,42.0,0.22,34.0,0.2859,48.0
BLKB,0.3688,59.0,0.4364,79.0,0.3011,34.0,0.2984,36.0,0.2957,36.0,0.3011,35.0
BLMN,0.6126,90.0,0.6094,90.0,0.6159,89.0,0.5814,93.0,0.4592,85.0,0.7035,97.0
BLND,1.031,,1.0074,,1.0547,,0.8029,,0.811,,0.7948,
BLNK,1.021,,1.0286,,1.0134,,1.0224,,0.9124,,1.1323,
BLOK,0.5164,,0.4165,,0.6162,,0.4756,,0.4557,,0.4956,
BLUE,1.0524,79.0,0.6352,33.0,1.4696,95.0,1.5427,99.0,0.6352,31.0,2.4503,100.0
BLV,0.099,40.0,0.0783,25.0,0.1196,53.0,0.098,31.0,0.0442,4.0,0.1517,53.0
BLX,0.2655,38.0,0.2288,32.0,0.3022,51.0,0.2836,61.0,0.2223,45.0,0.345,70.0
BLZE,0.7004,,0.7605,,0.6404,,0.7594,,0.8117,,0.707,
BMA,0.5412,52.0,0.5502,61.0,0.5323,45.0,0.5447,57.0,0.4777,53.0,0.6117,61.0
BMBL,0.9621,,0.7688,,1.1554,,0.836,,0.8324,,0.8396,
BMEA,1.9307,,2.6189,,1.2425,,1.1421,,1.0417,,1.2425,
BMI,0.3568,61.0,0.3553,62.0,0.3583,61.0,0.294,40.0,0.2905,41.0,0.2976,39.0
BMO,0.2114,65.0,0.2026,64.0,0.2203,66.0,0.2184,68.0,0.225,74.0,0.2117,56.0
BMRA,,,1.9768,,,,,,1.7821,,,
BMRC,,,,,0.3348,,,,,,0.4386,
BMRN,0.2677,5.0,0.2679,5.0,0.2674,5.0,0.3308,12.0,0.323,10.0,0.3386,15.0
BMY,0.2318,55.0,0.223,51.0,0.2406,57.0,0.2736,75.0,0.2766,79.0,0.2707,50.0
BN,0.384,,0.3967,,0.3714,,0.3204,,0.3165,,0.3244,
BND,,,,,0.062,68.0,,,,,0.0844,73.0
BNED,1.1389,,1.5762,,0.7015,,0.9386,,0.7431,,1.1341,
BNGE,,,,,0.2663,,,,,,0.2663,
BNL,0.2238,,0.2184,,0.2292,,0.2198,,0.2271,,0.2124,
BNO,0.2767,37.0,0.279,41.0,0.2744,35.0,0.3114,43.0,0.2826,36.0,0.3402,50.0
BNS,0.2632,80.0,0.1532,28.0,0.3732,92.0,0.1974,52.0,0.2049,70.0,0.1898,28.0
BNT,0.2712,,0.2409,,0.3014,,0.2575,,0.2268,,0.2882,
BNTX,0.3876,,0.381,,0.3941,,0.5403,,0.5351,,0.5455,
BOAT,,,0.2393,,,,,,0.2393,,,
BOC,,,1.056,,,,,,0.3645,,,
BOH,0.378,85.0,0.42,89.0,0.3361,76.0,0.3276,80.0,0.3046,76.0,0.3506,82.0
BOIL,1.0789,77.0,1.0786,78.0,1.0793,77.0,1.208,89.0,1.134,86.0,1.2821,89.0
BOKF,0.2667,41.0,0.2308,28.0,0.3026,57.0,0.302,67.0,0.2899,68.0,0.3142,64.0
BOND,0.0496,57.0,0.0286,14.0,0.0706,77.0,0.0592,67.0,0.0286,27.0,0.0898,71.0
BOOM,,,0.3026,4.0,,,,,0.3026,3.0,,
BOOT,0.5073,37.0,0.4887,33.0,0.5259,42.0,0.5581,46.0,0.5592,46.0,0.557,46.0
BOTZ,0.2502,,0.2562,,0.2443,,0.2382,,0.2131,,0.2634,
BOX,0.2504,11.0,0.2509,11.0,0.2498,11.0,0.2709,1.0,0.2812,4.0,0.2605,1.0
BP,0.2392,57.0,0.2497,64.0,0.2288,51.0,0.2284,40.0,0.1431,18.0,0.3138,60.0
BPMC,0.4098,3.0,0.4571,13.0,0.3626,1.0,0.4366,14.0,0.437,14.0,0.4362,15.0
BPOP,0.3038,52.0,0.2747,46.0,0.333,59.0,0.2902,47.0,0.2661,42.0,0.3144,51.0
BR,0.2049,34.0,0.2131,42.0,0.1967,25.0,0.223,47.0,0.2116,46.0,0.2345,46.0
BRBR,0.2885,,0.2959,,0.2812,,0.3506,,0.3524,,0.3489,
BRC,0.2224,7.0,0.2154,9.0,0.2294,11.0,0.199,1.0,0.2016,4.0,0.1964,2.0
BRCC,0.7899,,0.76,,0.8199,,0.7916,,0.7682,,0.8149,
BRDG,,,,,0.5391,,,,,,0.4111,
BRF,,,0.3029,57.0,,,,,0.3029,62.0,,
BRFS,,,0.4458,66.0,,,,,0.4458,71.0,,
BRKR,0.6632,91.0,0.5195,79.0,0.8069,96.0,0.4602,78.0,0.4643,79.0,0.456,76.0
BRO,0.1957,22.0,0.1968,30.0,0.1946,20.0,0.2204,48.0,0.2245,54.0,0.2162,42.0
BROS,0.5934,,0.5726,,0.6143,,0.5922,,0.5899,,0.5945,
BRT,,,0.3364,,,,,,0.2727,,,
BRX,,,,,0.4542,87.0,,,,,0.3234,72.0
BRY,0.5724,64.0,0.5895,69.0,0.5552,60.0,0.5724,68.0,0.5895,77.0,0.5552,60.0
BRZE,0.6674,,0.5999,,0.735,,0.5114,,0.4835,,0.5394,
BRZU,0.5479,17.0,0.5714,22.0,0.5245,13.0,0.5202,11.0,0.5004,12.0,0.5401,9.0
BSM,0.2032,8.0,0.1202,3.0,0.2863,27.0,0.2039,10.0,0.1202,7.0,0.2876,24.0
BSRR,,,0.7613,,,,,,0.7613,,,
BSV,,,,,0.0427,,,,,,0.0524,
BSX,0.2483,30.0,0.2306,24.0,0.266,35.0,0.2646,15.0,0.2615,17.0,0.2676,15.0
BSY,0.3252,,0.3533,,0.297,,0.3138,,0.3278,,0.2998,
BTAL,,,,,0.3062,,,,,,0.3062,
BTBT,1.3681,,1.6959,,1.0403,,1.1496,,1.201,,1.0982,
BTC,0.4174,,0.4671,,0.3678,,0.5902,,0.5869,,0.5935,
BTCM,,,1.222,,,,,,1.2429,,,
BTDR,1.0347,,1.0033,,1.0661,,1.0056,,0.8998,,1.1114,
BTE,,,0.8653,93.0,,,,,0.4537,59.0,,
BTF,0.6232,,0.6142,,0.6321,,0.7022,,0.6508,,0.7537,
BTFX,1.0998,,1.0381,,1.1614,,1.1586,,1.1428,,1.1744,
BTG,0.4708,,0.4182,,0.5233,,0.5717,,0.4357,,0.7077,
BTGD,0.5152,,0.4228,,0.6076,,0.4765,,0.4371,,0.5159,
BTI,0.1711,20.0,0.1129,2.0,0.2293,60.0,0.2471,80.0,0.2259,73.0,0.2683,76.0
BTOP,0.5696,,0.5623,,0.5769,,0.5542,,0.5048,,0.6036,
BTRN,0.3894,,0.3938,,0.3851,,0.41,,0.3927,,0.4273,
BTSG,0.5188,,0.5216,,0.5161,,0.5437,,0.5681,,0.5193,
BTU,0.5886,73.0,0.6102,75.0,0.5671,71.0,0.5224,70.0,0.4804,66.0,0.5644,72.0
BUD,0.2078,39.0,0.2109,44.0,0.2048,35.0,0.2579,68.0,0.2691,79.0,0.2466,22.0
BUG,0.2713,,0.366,,0.1766,,0.2602,,0.2433,,0.2771,
