percentiles,hv10,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivmean10,ivmean1080,ivmean120,ivmean150,ivmean180,ivmean20,ivmean270,ivmean30,ivmean360,ivmean60,ivmean720,ivmean90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv20,phv30,phv60,phv90
54,0.3646,0.376405,0.37552,0.40236,0.3963649999999999,0.437565,0.4134649999999999,0.422795,0.417965,0.414365,0.436065,0.4134649999999999,0.430565,0.4134649999999999,0.42666,0.4134649999999999,0.42463,0.437365,0.416965,0.4224,0.419995,0.418365,0.4352,0.416965,0.4308,0.416965,0.42763,0.416965,0.424765,0.44146,0.42166,0.4225,0.42243,0.4222,0.439765,0.42166,0.437495,0.42166,0.4319,0.42166,0.427655,0.36978,0.3707,0.372975,0.374625,0.37514
55,0.369032,0.379656,0.380064,0.406188,0.399068,0.441228,0.4164,0.426412,0.4223240000000001,0.417928,0.439528,0.4164,0.4352,0.4164,0.4313560000000001,0.4164,0.4297,0.442628,0.419828,0.4263,0.424384,0.421856,0.438628,0.419828,0.434256,0.419828,0.4311,0.419828,0.429656,0.4471840000000001,0.4253,0.428528,0.427528,0.426028,0.446428,0.4253,0.441656,0.4253,0.4348,0.4253,0.430728,0.3741320000000001,0.373712,0.37632,0.3781,0.383372
56,0.374606,0.383535,0.388108,0.408268,0.4012,0.444682,0.420691,0.43,0.427555,0.422855,0.4428370000000001,0.420691,0.438291,0.420691,0.4358,0.420691,0.433782,0.447182,0.424791,0.431191,0.427391,0.425773,0.4433,0.424791,0.437673,0.424791,0.434191,0.424791,0.433373,0.450282,0.4273,0.432573,0.431491,0.428255,0.449982,0.4273,0.446764,0.4273,0.439,0.4273,0.434491,0.3789,0.377092,0.381795,0.380225,0.3879560000000001
57,0.3824639999999999,0.3886739999999999,0.396052,0.411392,0.4049,0.450308,0.425662,0.43357,0.4325779999999999,0.42847,0.447308,0.425662,0.441854,0.425662,0.439254,0.425662,0.436754,0.450054,0.428662,0.436054,0.4322539999999999,0.429354,0.44777,0.428662,0.442554,0.428662,0.4376,0.428662,0.436354,0.455308,0.431154,0.437816,0.436454,0.432854,0.453,0.431154,0.4509,0.431154,0.442008,0.431154,0.438962,0.383722,0.3825479999999999,0.38561,0.3841,0.391332
58,0.386944,0.393236,0.403088,0.4158159999999999,0.408577,0.4535,0.431334,0.438617,0.436934,0.432117,0.4514,0.431334,0.446017,0.431334,0.4443679999999999,0.431334,0.4406,0.4531019999999999,0.4321,0.4395679999999999,0.4376,0.4356509999999999,0.4510849999999999,0.4321,0.4453169999999999,0.4321,0.4406509999999999,0.4321,0.4398,0.459317,0.4356509999999999,0.441817,0.4410849999999999,0.440017,0.458068,0.4356509999999999,0.4530679999999999,0.4356509999999999,0.446617,0.4356509999999999,0.4433,0.386981,0.3857679999999999,0.389955,0.392025,0.398036
59,0.3984999999999999,0.3981,0.41118,0.41878,0.41106,0.45888,0.4349,0.4416,0.4403,0.43716,0.4553399999999999,0.4349,0.45074,0.4349,0.44908,0.4349,0.44438,0.4570599999999999,0.4391199999999999,0.4437799999999999,0.4431,0.44038,0.45534,0.4391199999999999,0.4494599999999999,0.4391199999999999,0.4455599999999999,0.4391199999999999,0.44438,0.4647799999999999,0.44138,0.44514,0.44454,0.4436799999999999,0.46274,0.44138,0.45766,0.44138,0.4498,0.44138,0.4474,0.39014,0.3901,0.3941,0.4004,0.4027599999999998
60,0.4037,0.405533,0.4245199999999999,0.4243919999999999,0.418,0.4639,0.440529,0.444986,0.4441,0.441543,0.461172,0.440529,0.454586,0.440529,0.454,0.440529,0.449772,0.463843,0.442486,0.4473,0.4468,0.444443,0.459143,0.442486,0.454286,0.442486,0.4502590000000001,0.442486,0.449743,0.469843,0.4464,0.448986,0.449643,0.447829,0.467943,0.4464,0.4631,0.4464,0.456986,0.4464,0.453573,0.3937,0.3953,0.39859,0.4097,0.409
61,0.409368,0.4127919999999998,0.432712,0.431264,0.4225,0.4688299999999999,0.446206,0.4492179999999999,0.447936,0.4463239999999999,0.4649,0.446206,0.459124,0.446206,0.4579299999999999,0.446206,0.454018,0.4690239999999999,0.447924,0.452612,0.450312,0.450006,0.466518,0.447924,0.459106,0.447924,0.4571479999999999,0.447924,0.456512,0.4757,0.4504,0.456006,0.454012,0.4532,0.4734299999999999,0.4504,0.468042,0.4504,0.461506,0.4504,0.461006,0.397558,0.398924,0.40446,0.41505,0.414948
62,0.41527,0.4212,0.446116,0.436124,0.425989,0.474538,0.450676,0.4553,0.453269,0.450669,0.471614,0.450676,0.465138,0.450676,0.463107,0.450676,0.459969,0.476769,0.453069,0.458038,0.454507,0.453545,0.472445,0.453069,0.466638,0.453069,0.464038,0.453069,0.461669,0.4809,0.455269,0.4591,0.459321,0.456569,0.479238,0.455269,0.474707,0.455269,0.4663,0.455269,0.466238,0.4020850000000001,0.402752,0.41197,0.421075,0.419908
63,0.421048,0.432864,0.454732,0.443072,0.429084,0.47936,0.454632,0.459696,0.4593959999999999,0.455932,0.475892,0.454632,0.471964,0.454632,0.466232,0.454632,0.464564,0.484828,0.456628,0.4635919999999999,0.460696,0.458532,0.4808559999999999,0.456628,0.4738639999999999,0.456628,0.4694319999999999,0.456628,0.4673,0.48646,0.459564,0.467796,0.46696,0.4620119999999999,0.485132,0.459564,0.479796,0.459564,0.474,0.459564,0.471632,0.407252,0.407812,0.4190399999999999,0.4291,0.422312
64,0.42965,0.44306,0.4604,0.45076,0.43588,0.4842,0.4597,0.4678,0.46359,0.46167,0.48299,0.4597,0.478665,0.4597,0.471995,0.4597,0.470785,0.491585,0.4601,0.471695,0.46688,0.4634,0.487385,0.4601,0.479785,0.4601,0.474665,0.4601,0.476895,0.494965,0.4642,0.475495,0.47259,0.468395,0.49196,0.4642,0.485295,0.4642,0.477495,0.4642,0.476395,0.412735,0.41508,0.425875,0.4334249999999999,0.4309800000000002
65,0.438668,0.4569240000000001,0.4662239999999999,0.4576880000000001,0.440798,0.495116,0.466274,0.475216,0.4713700000000002,0.4678,0.4902,0.466274,0.483158,0.466274,0.475774,0.466274,0.4795,0.5025220000000001,0.467274,0.4804480000000001,0.4765800000000001,0.47,0.494974,0.467274,0.486258,0.467274,0.479816,0.467274,0.482158,0.502332,0.471416,0.4823220000000001,0.481806,0.474458,0.500058,0.471416,0.4905320000000001,0.471416,0.4831480000000001,0.471416,0.482174,0.41897,0.4257,0.4364,0.43815,0.4466480000000001
66,0.44573,0.465234,0.477996,0.466624,0.446107,0.501042,0.473484,0.481763,0.477526,0.474921,0.498205,0.473484,0.490442,0.473484,0.483063,0.473484,0.486342,0.507021,0.473742,0.486642,0.483984,0.4795990000000001,0.503963,0.473742,0.493184,0.473742,0.487242,0.473742,0.488305,0.509242,0.482342,0.488221,0.486547,0.484184,0.5072780000000001,0.482342,0.500221,0.482342,0.4887,0.482342,0.488921,0.425459,0.431468,0.4448,0.443075,0.454904
67,0.451644,0.474168,0.485792,0.4781240000000001,0.4598360000000016,0.5079720000000001,0.479,0.487784,0.484868,0.482068,0.5030680000000001,0.479,0.4987040000000001,0.479,0.4894880000000001,0.479,0.491668,0.5127040000000002,0.483584,0.4928,0.490968,0.487068,0.5083,0.483584,0.5004880000000002,0.483584,0.494104,0.483584,0.493184,0.5153,0.487768,0.4946,0.491984,0.490436,0.5139040000000001,0.487768,0.5067880000000001,0.487768,0.493052,0.487768,0.495552,0.433772,0.444208,0.45172,0.4476,0.4639
68,0.463202,0.482219,0.4948599999999999,0.484612,0.5051889999999999,0.5188470000000001,0.4870469999999999,0.4946469999999999,0.4911409999999999,0.4894879999999999,0.5133939999999999,0.4870469999999999,0.5056470000000001,0.4870469999999999,0.4955289999999998,0.4870469999999999,0.4968,0.5195409999999999,0.4883879999999999,0.4978879999999999,0.4954939999999999,0.493094,0.5165409999999999,0.4883879999999999,0.5085349999999998,0.4883879999999999,0.5012879999999998,0.4883879999999999,0.500247,0.5204,0.4964759999999998,0.5011,0.4987409999999999,0.4992289999999998,0.518,0.4964759999999998,0.512247,0.4964759999999998,0.500741,0.4964759999999998,0.5006470000000001,0.4419419999999999,0.4560919999999999,0.4578299999999999,0.4559499999999999,0.4698
69,0.46926,0.4920699999999999,0.50198,0.4945799999999999,0.51752,0.52925,0.4936,0.5019,0.49853,0.4951299999999999,0.5226799999999998,0.4936,0.51425,0.4936,0.50201,0.4936,0.5037699999999999,0.53043,0.4960199999999999,0.5012099999999999,0.5005299999999999,0.49851,0.52496,0.4960199999999999,0.5193899999999999,0.4960199999999999,0.50794,0.4960199999999999,0.50483,0.5296,0.5045699999999999,0.5064099999999999,0.50711,0.5067,0.526,0.5045699999999999,0.51908,0.5045699999999999,0.51132,0.5045699999999999,0.5085299999999999,0.44808,0.4634799999999999,0.469,0.4675,0.473
70,0.4776,0.503521,0.5118640000000001,0.5039,0.5352819999999998,0.536138,0.499946,0.505884,0.502573,0.500419,0.530746,0.499946,0.526103,0.499946,0.513565,0.499946,0.510265,0.538292,0.503965,0.505746,0.506773,0.504173,0.534946,0.503965,0.5305300000000001,0.503965,0.513946,0.503965,0.510949,0.537946,0.510173,0.5117,0.512273,0.510892,0.533246,0.510173,0.529211,0.510173,0.517611,0.510173,0.516565,0.456078,0.470176,0.4744849999999999,0.4797249999999999,0.4794839999999999
71,0.489756,0.5120600000000001,0.524368,0.5095,0.542316,0.5457,0.505508,0.509844,0.507136,0.5068360000000001,0.5389079999999999,0.505508,0.5353,0.505508,0.525872,0.505508,0.516636,0.54508,0.5093,0.5108360000000001,0.5096,0.509172,0.5416,0.5093,0.537436,0.5093,0.523072,0.5093,0.51718,0.547588,0.5146799999999999,0.5167239999999999,0.517236,0.516072,0.543152,0.5146799999999999,0.5393519999999999,0.5146799999999999,0.5298,0.5146799999999999,0.5244719999999999,0.466376,0.4785,0.4809999999999999,0.486,0.4853919999999999
72,0.497534,0.5216149999999999,0.530936,0.52046,0.549538,0.553095,0.509299,0.516298,0.5103,0.5111,0.550096,0.509299,0.5457,0.509299,0.532799,0.509299,0.5239,0.552299,0.5133989999999999,0.5179980000000001,0.5139,0.512897,0.5506909999999999,0.5133989999999999,0.5454,0.5133989999999999,0.531685,0.5133989999999999,0.523996,0.5567989999999999,0.5209980000000001,0.525899,0.523398,0.522992,0.552197,0.5209980000000001,0.5454,0.5209980000000001,0.5388930000000001,0.5209980000000001,0.5313,0.4777679999999998,0.484196,0.4912049999999999,0.492225,0.4947200000000001
73,0.507684,0.5338,0.537836,0.546292,0.5583,0.559986,0.514162,0.5233859999999999,0.515462,0.5154479999999999,0.5576479999999999,0.514162,0.5542,0.514162,0.5380240000000001,0.514162,0.531062,0.559162,0.518362,0.523724,0.5196,0.518786,0.5584339999999999,0.518362,0.55381,0.518362,0.5412819999999998,0.518362,0.5343479999999999,0.5646859999999999,0.526748,0.5345859999999999,0.527324,0.5277,0.5613859999999999,0.526748,0.555962,0.526748,0.5465,0.526748,0.539062,0.487266,0.489208,0.49952,0.50065,0.50078
74,0.5174,0.544525,0.5495,0.5616,0.5651999999999999,0.571375,0.5191250000000001,0.5299,0.524025,0.5205,0.565975,0.5191250000000001,0.561125,0.5191250000000001,0.5450250000000001,0.5191250000000001,0.54005,0.575975,0.524775,0.5360499999999999,0.5262249999999999,0.525625,0.5704250000000001,0.524775,0.5611499999999999,0.524775,0.5560499999999999,0.524775,0.547525,0.57295,0.53295,0.540375,0.5337999999999999,0.5335,0.572325,0.53295,0.565625,0.53295,0.5562,0.53295,0.554125,0.49465,0.4982,0.506275,0.5104500000000001,0.5057
75,0.5305399999999999,0.5607759999999999,0.5627240000000001,0.5776680000000001,0.5742,0.5813920000000001,0.5255160000000001,0.537552,0.5321640000000001,0.52744,0.5773280000000001,0.5255160000000001,0.5689879999999999,0.5255160000000001,0.555688,0.5255160000000001,0.546752,0.585828,0.5314,0.544328,0.5351,0.532176,0.581888,0.5314,0.572428,0.5314,0.5623400000000001,0.5314,0.556752,0.5851640000000001,0.537888,0.5466759999999999,0.542664,0.539216,0.582376,0.537888,0.5741280000000001,0.537888,0.566316,0.537888,0.5620280000000001,0.5018199999999999,0.508796,0.51312,0.5228,0.5146
76,0.548266,0.569608,0.5807920000000001,0.590436,0.5816479999999999,0.590153,0.531202,0.546102,0.540102,0.534551,0.5866,0.531202,0.577353,0.531202,0.562353,0.531202,0.556155,0.5945550000000001,0.538359,0.5515,0.543408,0.539102,0.591051,0.538359,0.583506,0.538359,0.572155,0.538359,0.562004,0.593504,0.545253,0.5606019999999999,0.552255,0.546416,0.590708,0.545253,0.584161,0.545253,0.576253,0.545253,0.567402,0.5087430000000001,0.524028,0.5228,0.5297499999999999,0.5226
77,0.5583480000000001,0.5798559999999999,0.5910240000000001,0.6059240000000001,0.6013400000000001,0.597214,0.538128,0.552628,0.5436139999999999,0.540014,0.5931,0.538128,0.5881,0.538128,0.570414,0.538128,0.563342,0.602742,0.5503120000000001,0.5621,0.5567840000000001,0.551,0.598314,0.5503120000000001,0.5919260000000001,0.5503120000000001,0.579442,0.5503120000000001,0.5684980000000001,0.603728,0.555442,0.5686400000000001,0.5613120000000001,0.5564560000000001,0.602714,0.555442,0.5938,0.555442,0.584128,0.555442,0.577856,0.513808,0.53168,0.5320300000000001,0.53705,0.526612
78,0.5738940000000003,0.593293,0.605452,0.617152,0.6218550000000002,0.604654,0.544654,0.560816,0.551354,0.548577,0.6023540000000001,0.544654,0.594931,0.544654,0.575831,0.544654,0.568739,0.611862,0.558031,0.570785,0.564754,0.561285,0.605316,0.558031,0.5993080000000001,0.558031,0.585077,0.558031,0.578431,0.616516,0.562931,0.578954,0.5686159999999999,0.564462,0.611939,0.562931,0.606062,0.562931,0.5911620000000001,0.562931,0.587816,0.521761,0.538516,0.5390550000000001,0.5431,0.5311480000000001
79,0.5916800000000003,0.6072800000000002,0.61558,0.6326,0.6401,0.61402,0.5524200000000001,0.5678,0.5611400000000001,0.55554,0.6098,0.5524200000000001,0.60304,0.5524200000000001,0.58248,0.5524200000000001,0.5757,0.62126,0.5661400000000001,0.57914,0.5709200000000001,0.56774,0.6166200000000001,0.5661400000000001,0.60928,0.5661400000000001,0.59336,0.5661400000000001,0.58824,0.6227800000000001,0.571,0.58674,0.57886,0.57142,0.62024,0.571,0.6127,0.571,0.60204,0.571,0.5976200000000002,0.5291,0.54754,0.5446,0.5472,0.53712
80,0.608874,0.6271,0.627128,0.645432,0.6480290000000001,0.6250270000000002,0.5600150000000002,0.5757180000000001,0.5687,0.5636,0.6205180000000001,0.5600150000000002,0.613218,0.5600150000000002,0.591003,0.5600150000000002,0.5858210000000001,0.6297150000000001,0.5712750000000005,0.5875060000000001,0.5790029999999999,0.575503,0.6250210000000002,0.5712750000000005,0.620209,0.5712750000000005,0.6014450000000003,0.5712750000000005,0.5966120000000001,0.6334029999999999,0.5780330000000001,0.5977,0.5876,0.583009,0.631109,0.5780330000000001,0.6224029999999999,0.5780330000000001,0.6109,0.5780330000000001,0.605103,0.5423740000000001,0.554112,0.55058,0.5511250000000001,0.5413
81,0.6252559999999999,0.637712,0.6436559999999999,0.6516359999999999,0.6600059999999998,0.632732,0.5673259999999998,0.5855319999999999,0.5757,0.5690959999999999,0.632366,0.5673259999999998,0.623262,0.5673259999999998,0.601398,0.5673259999999998,0.5934599999999999,0.640798,0.5812279999999999,0.6008,0.5885879999999997,0.5834299999999999,0.6379299999999999,0.5812279999999999,0.6290959999999999,0.5812279999999999,0.6117,0.5812279999999999,0.6083259999999998,0.641166,0.5869939999999999,0.6032959999999999,0.593298,0.5900939999999999,0.6408959999999999,0.5869939999999999,0.633466,0.5869939999999999,0.6201639999999999,0.5869939999999999,0.6126619999999999,0.551176,0.5598279999999999,0.55606,0.5558,0.5480759999999999
82,0.6410819999999998,0.652733,0.6585519999999999,0.660984,0.673845,0.643358,0.577429,0.601887,0.58969,0.580129,0.6428,0.577429,0.634016,0.577429,0.613429,0.577429,0.608777,0.653345,0.587793,0.606487,0.5968289999999999,0.590687,0.646274,0.587793,0.640687,0.587793,0.6200289999999999,0.587793,0.6171289999999999,0.6534289999999999,0.5966,0.613787,0.603,0.598258,0.649229,0.5966,0.645006,0.5966,0.6282,0.5966,0.622216,0.561191,0.5666,0.5590449999999999,0.5603,0.556928
83,0.667688,0.6658879999999999,0.6671520000000001,0.6785199999999993,0.682252,0.652376,0.587492,0.608092,0.598252,0.591584,0.6532279999999998,0.587492,0.641776,0.587492,0.624076,0.587492,0.6206239999999997,0.664276,0.5941679999999999,0.6160199999999998,0.605484,0.5978439999999999,0.657892,0.5941679999999999,0.650176,0.5941679999999999,0.6328199999999998,0.5941679999999999,0.623776,0.661892,0.6037039999999998,0.622568,0.613984,0.607692,0.659784,0.6037039999999998,0.656952,0.6037039999999998,0.638668,0.6037039999999998,0.633,0.5697559999999999,0.572236,0.56778,0.5705,0.564808
84,0.67914,0.6852,0.6803799999999999,0.6988399999999999,0.695555,0.6647099999999999,0.597,0.6207550000000001,0.6096550000000001,0.601655,0.66362,0.597,0.654465,0.597,0.641555,0.597,0.6316,0.6719,0.60172,0.6235550000000001,0.6141,0.6045,0.6680849999999999,0.60172,0.66277,0.60172,0.64425,0.60172,0.6367499999999999,0.668065,0.6140249999999999,0.631675,0.621355,0.6145,0.668065,0.6140249999999999,0.6654749999999999,0.6140249999999999,0.648265,0.6140249999999999,0.6395099999999999,0.5811449999999999,0.57918,0.57785,0.577625,0.56834
85,0.6907519999999999,0.6981459999999999,0.6978239999999999,0.7088,0.705174,0.675318,0.6077720000000001,0.6288980000000001,0.6178980000000001,0.611172,0.6749900000000001,0.6077720000000001,0.6660900000000001,0.6077720000000001,0.649354,0.6077720000000001,0.6396620000000001,0.677518,0.6111880000000001,0.632444,0.624354,0.615244,0.675918,0.6111880000000001,0.673636,0.6111880000000001,0.6540720000000001,0.6111880000000001,0.643718,0.6777620000000001,0.6235720000000001,0.641618,0.6331260000000001,0.624326,0.67769,0.6235720000000001,0.671018,0.6235720000000001,0.6579720000000001,0.6235720000000001,0.6519,0.5918840000000001,0.58652,0.58726,0.5933999999999999,0.580944
86,0.71006,0.714574,0.71192,0.7178399999999999,0.721205,0.688462,0.617281,0.640581,0.6255620000000001,0.6204810000000001,0.6858199999999999,0.617281,0.6819810000000001,0.617281,0.663091,0.617281,0.6511859999999999,0.684681,0.622981,0.6400859999999999,0.633381,0.627481,0.681843,0.622981,0.677862,0.622981,0.663615,0.622981,0.650143,0.687429,0.6330669999999999,0.6496620000000001,0.640824,0.633443,0.6853,0.6330669999999999,0.681343,0.6330669999999999,0.6665049999999999,0.6330669999999999,0.658472,0.605166,0.5963,0.6065,0.60985,0.595328
87,0.728828,0.7279640000000003,0.728164,0.73026,0.7290400000000001,0.698844,0.623132,0.649076,0.6378199999999999,0.63042,0.695432,0.623132,0.6928040000000001,0.623132,0.674788,0.623132,0.660108,0.6963720000000001,0.631288,0.6504160000000001,0.641488,0.6383,0.694,0.631288,0.686408,0.631288,0.6722,0.631288,0.66132,0.698132,0.6404280000000001,0.656532,0.6517,0.6460440000000001,0.6929680000000001,0.6404280000000001,0.6893440000000001,0.6404280000000001,0.6762640000000001,0.6404280000000001,0.668632,0.6196080000000002,0.6082759999999999,0.62338,0.6258,0.622012
88,0.7504780000000002,0.741939,0.7420640000000001,0.7399600000000002,0.742003,0.7091909999999999,0.632628,0.657428,0.648007,0.638721,0.7060069999999999,0.632628,0.7014699999999999,0.632628,0.683042,0.632628,0.6677069999999999,0.707321,0.642207,0.662921,0.6533209999999999,0.648628,0.703221,0.642207,0.6940209999999999,0.642207,0.6801,0.642207,0.673514,0.7083699999999999,0.6460329999999999,0.667156,0.659121,0.654007,0.703549,0.6460329999999999,0.6981049999999999,0.6460329999999999,0.686014,0.6460329999999999,0.676628,0.641406,0.6253199999999999,0.64942,0.639775,0.648268
89,0.7628,0.7653000000000004,0.7569400000000001,0.7559600000000001,0.7590700000000001,0.72463,0.64402,0.6709700000000001,0.65754,0.6507700000000001,0.71594,0.64402,0.7113700000000001,0.64402,0.6921900000000001,0.64402,0.6833,0.71394,0.65284,0.67027,0.66145,0.6575700000000001,0.71167,0.65284,0.70445,0.65284,0.69137,0.65284,0.6830700000000001,0.72336,0.65874,0.6754100000000001,0.66878,0.66262,0.71524,0.65874,0.71153,0.65874,0.69585,0.65874,0.68662,0.65822,0.6535599999999998,0.6639,0.6524000000000001,0.6749200000000001
90,0.779778,0.7865840000000002,0.7876359999999997,0.769184,0.801387,0.7382980000000001,0.653799,0.6816640000000002,0.6701330000000001,0.6614980000000001,0.7308630000000002,0.653799,0.727365,0.653799,0.7103650000000001,0.653799,0.6959960000000002,0.723632,0.658,0.6809320000000001,0.671533,0.6671630000000002,0.7198,0.658,0.7138,0.658,0.7033330000000001,0.658,0.6947950000000003,0.7352,0.669166,0.6830330000000001,0.675999,0.672066,0.728166,0.669166,0.7264660000000001,0.669166,0.7074330000000001,0.669166,0.6941660000000001,0.6785350000000001,0.6839200000000002,0.6792900000000001,0.66755,0.6828800000000002
91,0.8077840000000003,0.8110720000000001,0.833092,0.8151320000000001,0.838408,0.75308,0.664884,0.6963680000000001,0.684424,0.67548,0.751192,0.664884,0.7419,0.664884,0.7266,0.664884,0.708696,0.735988,0.6693600000000001,0.691192,0.6798919999999999,0.675696,0.731688,0.6693600000000001,0.729592,0.6693600000000001,0.715996,0.6693600000000001,0.705896,0.749192,0.6769640000000001,0.690896,0.684852,0.6847759999999999,0.74518,0.6769640000000001,0.737392,0.6769640000000001,0.721596,0.6769640000000001,0.7040839999999999,0.6973159999999999,0.7182920000000002,0.6914600000000002,0.6872,0.706844
92,0.8432140000000002,0.856716,0.8467680000000001,0.8583280000000001,0.8747480000000021,0.768518,0.6787030000000003,0.7109950000000002,0.6980950000000001,0.6917080000000002,0.7664130000000001,0.6787030000000003,0.7570490000000001,0.6787030000000003,0.7380130000000001,0.6787030000000003,0.7239900000000002,0.7536620000000003,0.6799,0.704977,0.6942800000000003,0.6862440000000002,0.7461440000000003,0.6799,0.745777,0.6799,0.7297720000000001,0.6799,0.7194900000000002,0.7702440000000003,0.687436,0.7018520000000004,0.6967570000000003,0.693777,0.759518,0.687436,0.7515900000000002,0.687436,0.7314590000000001,0.687436,0.7176130000000001,0.7243880000000003,0.73628,0.7094400000000003,0.724125,0.7338760000000001
93,0.8804319999999998,0.8770639999999998,0.8727279999999997,0.8972039999999999,0.896164,0.7964419999999998,0.7054839999999996,0.7308659999999999,0.7200319999999999,0.7124059999999995,0.7865199999999998,0.7054839999999996,0.7775439999999999,0.7054839999999996,0.7555139999999992,0.7054839999999996,0.7440319999999999,0.7815499999999995,0.7014079999999997,0.722344,0.7152539999999998,0.7023839999999996,0.7706599999999995,0.7014079999999997,0.7611059999999996,0.7014079999999997,0.7476619999999996,0.7014079999999997,0.7326299999999997,0.7921059999999995,0.7109439999999999,0.719266,0.7147759999999999,0.7119719999999995,0.7803959999999996,0.7109439999999999,0.7733659999999999,0.7109439999999999,0.7490499999999984,0.7109439999999999,0.7371859999999998,0.7618359999999997,0.7574159999999996,0.744,0.76095,0.7490680000000001
94,0.94236,0.9245549999999992,0.90262,0.91962,0.910485,0.82134,0.72771,0.7530849999999998,0.7428549999999998,0.7380499999999999,0.8176849999999998,0.72771,0.7971799999999999,0.72771,0.782885,0.72771,0.7659249999999995,0.8003149999999998,0.7414049999999995,0.74747,0.7452399999999998,0.7369499999999999,0.7973699999999998,0.7414049999999995,0.7873399999999999,0.7414049999999995,0.779885,0.7414049999999995,0.7633399999999996,0.81101,0.7410749999999997,0.7420099999999997,0.7397549999999999,0.7368149999999997,0.799685,0.7410749999999997,0.7910649999999999,0.7410749999999997,0.7744949999999999,0.7410749999999997,0.7539649999999999,0.820835,0.7799399999999999,0.779275,0.776875,0.77364
95,1.0018919999999991,0.983456,1.000756,0.959072,0.968128,0.861884,0.7567520000000001,0.77722,0.765696,0.755,0.851708,0.7567520000000001,0.833244,0.7567520000000001,0.8221,0.7567520000000001,0.792224,0.8408920000000001,0.7607440000000001,0.77536,0.7697360000000001,0.762104,0.822672,0.7607440000000001,0.813028,0.7607440000000001,0.800896,0.7607440000000001,0.78656,0.838012,0.7707120000000001,0.768992,0.767448,0.768,0.82308,0.7707120000000001,0.8112480000000001,0.7707120000000001,0.794296,0.7707120000000001,0.7764560000000001,0.8926919999999999,0.8725039999999998,0.8631799999999991,0.7994,0.8279399999999999
96,1.123986,1.0995100000000002,1.055168,1.0719079999999992,1.0834229999999994,0.9265079999999998,0.7836549999999999,0.8026329999999999,0.7930659999999999,0.788322,0.9016979999999998,0.7836549999999999,0.8716659999999999,0.7836549999999999,0.8488769999999999,0.7836549999999999,0.823699,0.8888289999999995,0.7794759999999998,0.7945739999999997,0.7892559999999991,0.7863549999999999,0.8822379999999994,0.7794759999999998,0.8590059999999986,0.7794759999999998,0.8279209999999999,0.7794759999999998,0.811511,0.8950629999999997,0.7987549999999999,0.8027709999999995,0.8006199999999998,0.799211,0.8764069999999996,0.7987549999999999,0.8443969999999997,0.7987549999999999,0.8186629999999997,0.7987549999999999,0.8104869999999998,1.001627,0.9756760000000002,0.9223549999999994,0.9245,0.926651999999999
97,1.3044959999999983,1.29208,1.305083999999997,1.243116,1.212378000000001,0.987918,0.8176580000000001,0.841474,0.832398,0.8246640000000001,0.981932,0.8176580000000001,0.954224,0.8176580000000001,0.886872,0.8176580000000001,0.858048,1.004152,0.813522,0.844446,0.8306660000000001,0.8188660000000001,0.989312,0.813522,0.947866,0.813522,0.88687,0.813522,0.853444,1.027776,0.840618,0.848062,0.8488359999999999,0.83625,1.0065240000000002,0.840618,0.943452,0.840618,0.891232,0.840618,0.8501540000000001,1.1774059999999995,1.1036200000000005,1.1187399999999994,1.05315,1.0248640000000009
98,1.6002880000000017,1.5387270000000002,1.5424159999999998,1.3894,1.361797,1.1115379999999992,0.9019529999999992,0.921022,0.9160249999999998,0.9048909999999996,1.0835949999999996,0.9019529999999992,1.010999999999998,0.9019529999999992,0.9523669999999969,0.9019529999999992,0.932033,1.113296999999999,0.8929319999999996,0.912774,0.9166469999999995,0.8907269999999993,1.0898269999999992,0.8929319999999996,1.052111999999999,0.8929319999999996,0.9774219999999988,0.8929319999999996,0.9268939999999992,1.1746,0.918581,0.9437389999999984,0.9381619999999986,0.9201349999999994,1.1192689999999994,0.918581,1.0960899999999982,0.918581,1.0148909999999995,0.918581,0.964796,1.283674,1.233876,1.205945,1.158725,1.120556
