percentiles,hv10,hv120,hv150,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivmean10,ivmean1080,ivmean120,ivmean150,ivmean180,ivmean20,ivmean270,ivmean30,ivmean360,ivmean60,ivmean720,ivmean90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv20,phv30,phv60,phv90
49,0.426,0.5349,0.5386,0.4702,0.4919,0.5402,0.54305,0.4978,0.5205,0.5317,0.5328,0.5318,0.5037,0.5287,0.514,0.5249,0.5262,0.5203,0.5264,0.4986,0.52715,0.533,0.5346,0.5343,0.5035000000000001,0.5319,0.51615,0.5306,0.52645,0.52725,0.52835,0.5006999999999999,0.5338,0.5347999999999999,0.5364,0.53745,0.5072,0.5369,0.5174,0.53695,0.5282,0.5337,0.5303,0.4239,0.4463,0.4466,0.427,0.4336,0.44155,0.4442
50,0.433508,0.5368360000000001,0.542365,0.478106,0.498998,0.5477460000000001,0.547828,0.500572,0.5233,0.5334,0.534972,0.5336719999999999,0.5074719999999999,0.530272,0.518272,0.527,0.5275,0.523516,0.5290440000000001,0.502021,0.5291,0.5351,0.536621,0.5361,0.508521,0.5344,0.519621,0.5329,0.5287,0.5291,0.530242,0.5038210000000001,0.535421,0.537421,0.539142,0.539521,0.5109,0.538442,0.5207,0.5383,0.531042,0.535521,0.532321,0.427614,0.448887,0.450616,0.4318,0.436649,0.445829,0.448758
51,0.440028,0.5397,0.5477,0.485604,0.503084,0.555824,0.550628,0.5036440000000001,0.526,0.5359440000000001,0.536732,0.535488,0.511344,0.5318,0.5209440000000001,0.5291440000000001,0.530744,0.526,0.531332,0.506452,0.531092,0.537192,0.538892,0.538392,0.513176,0.536692,0.522592,0.5349,0.531892,0.531384,0.5321680000000001,0.5074919999999999,0.537492,0.539292,0.541092,0.5409,0.51356,0.5409,0.523676,0.540192,0.5336839999999999,0.537492,0.534292,0.4314,0.451024,0.452532,0.435704,0.4395,0.448808,0.451016
52,0.4488179999999999,0.5433,0.560095,0.494706,0.512688,0.560934,0.5557,0.5085,0.5275,0.537816,0.5385,0.537816,0.5156,0.533532,0.5239800000000001,0.531532,0.5342,0.527616,0.533416,0.510026,0.533463,0.5391,0.540563,0.5394,0.516989,0.538363,0.5254,0.5374,0.5340630000000001,0.5335,0.5344,0.511563,0.540426,0.540863,0.543863,0.5429630000000001,0.5179630000000001,0.5434,0.5267,0.5431,0.535926,0.540426,0.535826,0.434706,0.452461,0.453648,0.439612,0.442547,0.452187,0.452174
53,0.456408,0.548532,0.56964,0.501548,0.520692,0.565712,0.561068,0.511776,0.530488,0.5396,0.540488,0.5397879999999999,0.518988,0.5359520000000001,0.5278,0.5334,0.536488,0.530388,0.5356879999999999,0.515368,0.5356,0.541236,0.542902,0.542634,0.5211,0.5406,0.529436,0.5391020000000001,0.5383,0.5356,0.5363,0.5157680000000001,0.5431,0.543434,0.545934,0.5463680000000001,0.521668,0.5450680000000001,0.530134,0.544834,0.5396,0.5431,0.537868,0.439824,0.454498,0.454828,0.443908,0.446092,0.455332,0.453932
54,0.46521,0.55118,0.57335,0.51043,0.52859,0.5700900000000001,0.564035,0.51702,0.53288,0.5411,0.5426,0.54172,0.5229,0.53764,0.53124,0.5362600000000001,0.5393600000000001,0.53256,0.5371600000000001,0.5202,0.537805,0.5431050000000001,0.544405,0.5455,0.52431,0.543305,0.532605,0.5411100000000001,0.540605,0.5379,0.538205,0.5207050000000001,0.545205,0.5464,0.548205,0.5487,0.5265,0.5475,0.5327200000000001,0.5471100000000001,0.541205,0.5451050000000001,0.5399100000000001,0.4434,0.45727,0.45638,0.4467,0.4485,0.458345,0.45609
55,0.472084,0.561216,0.57752,0.516124,0.5349280000000001,0.573504,0.565492,0.520232,0.5348640000000001,0.543396,0.544632,0.5449,0.526732,0.541432,0.5356,0.537632,0.5420320000000001,0.5348,0.539196,0.522776,0.5398,0.545576,0.5477600000000002,0.5480520000000001,0.5288520000000001,0.546276,0.5348520000000001,0.5437759999999999,0.543652,0.5398,0.540276,0.5243,0.548476,0.5486759999999999,0.5506,0.551452,0.5296759999999999,0.5502520000000001,0.536,0.5490520000000001,0.544552,0.548376,0.5425560000000001,0.4467,0.4589,0.458296,0.452512,0.452444,0.460824,0.458296
56,0.479114,0.5723560000000001,0.5837650000000001,0.521614,0.5414,0.579546,0.568349,0.5257280000000001,0.538004,0.5469040000000001,0.5485,0.548004,0.530308,0.5442,0.538704,0.5411,0.544604,0.537808,0.5417,0.5261,0.542,0.548547,0.550547,0.550541,0.5314,0.5484,0.538747,0.5458,0.5462,0.5420470000000001,0.542447,0.528194,0.550994,0.550488,0.553794,0.5537,0.5332,0.552647,0.5409470000000001,0.551447,0.547347,0.5511,0.545347,0.4509,0.461627,0.461,0.456514,0.456643,0.462203,0.460606
57,0.484,0.5839959999999998,0.5926,0.529516,0.548268,0.584072,0.571106,0.5293,0.5413,0.5494,0.5518519999999999,0.5515,0.5334519999999999,0.5467,0.5427759999999999,0.5435519999999999,0.5478,0.5413,0.543576,0.528736,0.544736,0.5502,0.553236,0.5537,0.534818,0.5504,0.543254,0.5484,0.549318,0.5445359999999999,0.545518,0.531736,0.5542,0.5532,0.5554,0.5569179999999999,0.536018,0.556572,0.546,0.5558719999999999,0.5512,0.5542,0.5481,0.4559479999999999,0.464646,0.4629399999999999,0.460916,0.4594519999999999,0.4648099999999999,0.4625
58,0.4908419999999996,0.589248,0.59787,0.5366,0.555482,0.588602,0.575563,0.533644,0.543896,0.5521480000000001,0.554844,0.553648,0.5371,0.5484,0.546448,0.5474,0.551544,0.543896,0.5465,0.5328,0.548489,0.5534,0.556189,0.555689,0.5388890000000001,0.552389,0.547167,0.5506669999999999,0.5519,0.548389,0.548389,0.533978,0.5574779999999999,0.5561,0.5580890000000001,0.559389,0.5382,0.559389,0.549389,0.558789,0.553889,0.5574779999999999,0.5495,0.460518,0.466683,0.4648,0.465118,0.4627,0.4665829999999999,0.4654
59,0.5001000000000001,0.59412,0.6104,0.5425800000000001,0.56404,0.5916,0.5787,0.5371,0.5472,0.55532,0.5582,0.55662,0.5407,0.55184,0.5499,0.55012,0.5539,0.54712,0.54888,0.5356599999999999,0.55148,0.5568,0.5595399999999999,0.55836,0.5422,0.5566599999999999,0.5517599999999999,0.55416,0.5556,0.55148,0.55072,0.5371,0.5615399999999999,0.55888,0.5617,0.5629,0.54316,0.56268,0.55372,0.56228,0.55716,0.5615399999999999,0.5527,0.46694,0.4685,0.466,0.46952,0.4655199999999999,0.4689799999999999,0.4673
60,0.511722,0.597896,0.617575,0.5522640000000001,0.569678,0.597,0.580877,0.540892,0.5489600000000001,0.5586,0.560284,0.559,0.546552,0.556192,0.5542,0.553984,0.556692,0.5485,0.552592,0.5398,0.5566,0.559431,0.562762,0.5625169999999999,0.546231,0.561931,0.556631,0.559231,0.559231,0.5566,0.553393,0.540917,0.5651,0.5625,0.564931,0.566624,0.546031,0.5667,0.556962,0.566031,0.559931,0.564755,0.555631,0.471744,0.4696,0.4676,0.473022,0.4696,0.472738,0.4700139999999999
61,0.519644,0.6067279999999999,0.62473,0.55762,0.5742,0.5998519999999999,0.584634,0.5450280000000001,0.553364,0.5616,0.563792,0.562828,0.5498280000000001,0.561064,0.5576,0.5582280000000001,0.560592,0.55322,0.5555,0.5428019999999999,0.560904,0.5635,0.56611,0.567304,0.5498019999999999,0.565908,0.5598,0.565102,0.5626019999999999,0.560908,0.557604,0.544902,0.569306,0.564408,0.5696,0.5710019999999999,0.550604,0.5723,0.5613,0.5723,0.564108,0.569306,0.559206,0.477724,0.4704,0.4694919999999999,0.477424,0.472738,0.4749,0.472388
62,0.526,0.614468,0.6294449999999999,0.5635600000000001,0.583744,0.604814,0.5878909999999999,0.5489,0.5551360000000001,0.564508,0.5686439999999999,0.568916,0.5531239999999998,0.564736,0.5626439999999999,0.5614239999999999,0.5656,0.5551360000000001,0.559636,0.545319,0.565419,0.566892,0.570446,0.571446,0.553019,0.571373,0.5634,0.570173,0.565919,0.565419,0.561846,0.5484,0.5754,0.569146,0.573173,0.5752,0.555411,0.576846,0.565346,0.577346,0.568219,0.575165,0.563765,0.482604,0.472031,0.470308,0.480804,0.479374,0.477954,0.4748
63,0.534812,0.619704,0.6340600000000001,0.572136,0.592244,0.6095,0.5919,0.5516,0.5596,0.570424,0.5731080000000001,0.572208,0.557356,0.568308,0.565208,0.565008,0.567908,0.559316,0.564008,0.549764,0.5682,0.570944,0.575388,0.5766640000000001,0.5575,0.5754440000000001,0.566488,0.5727080000000001,0.569788,0.5682,0.565832,0.553588,0.578844,0.574688,0.5784440000000001,0.5826,0.5590080000000001,0.582676,0.5687,0.580888,0.5714,0.579,0.5682,0.4866,0.4735,0.472,0.485,0.482736,0.4805,0.477336
64,0.5445,0.6265,0.64025,0.57642,0.6022,0.6137,0.599635,0.55606,0.56356,0.5753,0.5771,0.5779799999999999,0.56158,0.5719799999999999,0.56916,0.5689399999999999,0.5707599999999999,0.56356,0.56902,0.554015,0.57176,0.5762450000000001,0.5811,0.5823200000000001,0.5603450000000001,0.5784600000000001,0.5707,0.576815,0.573115,0.57176,0.57143,0.5571,0.582915,0.578875,0.5863750000000001,0.5877450000000001,0.562215,0.585975,0.5716450000000001,0.5857,0.573815,0.583005,0.5737,0.49036,0.47511,0.47394,0.48993,0.4854,0.484205,0.48112
65,0.5501920000000001,0.632776,0.6559,0.5829200000000002,0.6106400000000001,0.619336,0.607824,0.5609,0.5684,0.5789,0.583552,0.581168,0.5655,0.575352,0.573304,0.573,0.5752,0.5684,0.574304,0.559886,0.5777300000000001,0.5832760000000002,0.588002,0.5885,0.564586,0.5833,0.5752300000000001,0.580958,0.576958,0.5777300000000001,0.576058,0.560786,0.586944,0.5854720000000001,0.5909,0.5927,0.5660860000000001,0.591886,0.575686,0.590058,0.577416,0.586972,0.57976,0.495128,0.477584,0.477068,0.4933,0.489534,0.4886,0.486612
66,0.5559,0.639336,0.6682,0.5909700000000001,0.622796,0.622926,0.615519,0.5660959999999999,0.572996,0.58472,0.5874,0.5857,0.569524,0.5798719999999999,0.576724,0.5776,0.579,0.572996,0.5792919999999999,0.5661710000000001,0.5816140000000001,0.588771,0.5931280000000001,0.5918,0.5693,0.589357,0.579114,0.587657,0.581,0.581814,0.581957,0.5670710000000001,0.5929,0.5925270000000001,0.595828,0.5977140000000001,0.569914,0.596357,0.579657,0.595757,0.581857,0.5937990000000001,0.583385,0.499868,0.481158,0.483976,0.4990360000000001,0.4967300000000001,0.493693,0.489886
67,0.5653160000000002,0.656508,0.6747,0.598836,0.633092,0.6291160000000001,0.625076,0.571096,0.577788,0.589892,0.591896,0.590784,0.572196,0.585692,0.580492,0.583096,0.582192,0.578184,0.584184,0.570628,0.5895,0.5949840000000001,0.5958,0.5959120000000001,0.573728,0.594856,0.5819840000000001,0.5927560000000001,0.5846560000000001,0.5895,0.5864280000000001,0.570928,0.5976560000000001,0.5983,0.602128,0.6020120000000001,0.5733280000000001,0.601628,0.5838,0.601028,0.5872280000000001,0.5977120000000001,0.5884280000000001,0.5046,0.4847,0.4915879999999999,0.503644,0.501364,0.4975,0.493144
68,0.5738759999999999,0.6656839999999999,0.678635,0.6052519999999999,0.640786,0.6398,0.6319319999999999,0.575136,0.5826,0.5958399999999999,0.598268,0.5945,0.5758679999999999,0.5907399999999999,0.583268,0.587872,0.5867,0.5826,0.588768,0.5741,0.5929,0.599,0.6031919999999998,0.6020959999999999,0.5789969999999999,0.5985969999999999,0.587299,0.596599,0.5894929999999998,0.5932,0.5917969999999999,0.574799,0.601598,0.603398,0.6089959999999999,0.6103919999999998,0.578499,0.607798,0.5893849999999997,0.6056,0.5920989999999999,0.602399,0.5938969999999999,0.5109899999999999,0.491659,0.497508,0.508638,0.509131,0.5033529999999999,0.496404
69,0.5819,0.67352,0.68565,0.6152,0.6501399999999999,0.6446799999999999,0.6433799999999998,0.57836,0.5864,0.60078,0.60364,0.6034,0.58002,0.5973599999999999,0.58754,0.5946199999999999,0.5926,0.5871599999999999,0.59154,0.5776199999999999,0.5986,0.6055899999999999,0.60978,0.61071,0.5826399999999997,0.6078799999999995,0.5928499999999999,0.6054700000000001,0.59407,0.5990099999999999,0.59627,0.581,0.60677,0.60937,0.6145700000000001,0.6169399999999999,0.58421,0.6160599999999998,0.59534,0.6143099999999999,0.5964,0.60708,0.599,0.51664,0.5020499999999999,0.5098199999999994,0.5136,0.51694,0.50875,0.5017999999999999
70,0.5939679999999999,0.681592,0.69496,0.6229619999999999,0.65699,0.650176,0.650711,0.5811,0.591924,0.604748,0.607824,0.609012,0.5833,0.604812,0.5908079999999999,0.6010479999999999,0.5956,0.592212,0.5962,0.5838819999999999,0.602841,0.6119459999999999,0.614923,0.616841,0.5866819999999999,0.614541,0.5966819999999999,0.611641,0.5978049999999999,0.6029819999999999,0.6019509999999999,0.585482,0.612541,0.614641,0.6191689999999999,0.621841,0.5891,0.621941,0.5986819999999999,0.619923,0.6008819999999999,0.612641,0.602841,0.522084,0.5142,0.518644,0.5205259999999999,0.5218,0.515109,0.506718
71,0.602844,0.687684,0.7031,0.633,0.663612,0.6564319999999999,0.659304,0.5850359999999999,0.5963,0.6106,0.6132679999999999,0.615668,0.587704,0.611884,0.596284,0.606468,0.5997,0.59722,0.6022,0.5882359999999999,0.606536,0.616224,0.619736,0.6213,0.591724,0.6201359999999999,0.6003359999999999,0.616,0.606012,0.6069,0.606224,0.5921359999999999,0.617312,0.6196240000000001,0.623548,0.6264479999999999,0.5938559999999998,0.627636,0.6038,0.625312,0.6094,0.617224,0.6115120000000001,0.5278440000000001,0.5224639999999999,0.525052,0.527244,0.525028,0.522964,0.514556
72,0.610192,0.6935399999999999,0.7079949999999999,0.640738,0.667508,0.66037,0.669322,0.590356,0.6002,0.615456,0.6201279999999999,0.619568,0.593468,0.617412,0.6020679999999999,0.6126,0.606668,0.600356,0.6069359999999999,0.5938319999999999,0.6111489999999999,0.619598,0.624483,0.6253,0.597683,0.626,0.603883,0.621866,0.6124660000000001,0.6113,0.611166,0.5969,0.621366,0.624883,0.6291829999999999,0.6304829999999999,0.600649,0.632849,0.606666,0.6327,0.613749,0.6215660000000001,0.616449,0.5336,0.5308090000000001,0.538104,0.53423,0.533654,0.530734,0.52437
73,0.623448,0.7051,0.7124699999999999,0.6513840000000001,0.673608,0.664972,0.6804160000000001,0.594928,0.604928,0.6212559999999999,0.623928,0.623684,0.600628,0.622328,0.606028,0.618084,0.612228,0.6051839999999999,0.61324,0.5979,0.615554,0.6257159999999999,0.628516,0.629608,0.60287,0.6318,0.60827,0.628354,0.616654,0.615954,0.616654,0.603316,0.6266079999999999,0.6298779999999999,0.632962,0.63464,0.606708,0.6397619999999999,0.610108,0.6367,0.619908,0.627554,0.621154,0.54024,0.5466079999999999,0.548884,0.540844,0.5427339999999999,0.539746,0.541728
74,0.63495,0.7136,0.720275,0.6626,0.6793,0.6701,0.69625,0.6008,0.6115,0.6266,0.6278,0.6277,0.6054,0.6262,0.6094,0.6239,0.6178,0.6115,0.6195,0.6037,0.6206,0.63125,0.63225,0.63325,0.6078250000000001,0.6362,0.61415,0.6331249999999999,0.62245,0.621375,0.6229,0.608425,0.632325,0.6348750000000001,0.63825,0.641625,0.613225,0.64305,0.618425,0.64225,0.625575,0.63305,0.626375,0.5475,0.55525,0.5564,0.54725,0.551625,0.547525,0.55465
75,0.6510199999999999,0.7237880000000001,0.72974,0.681776,0.690736,0.6799839999999999,0.7190679999999997,0.60636,0.620932,0.631388,0.632272,0.631388,0.609344,0.631644,0.6138440000000001,0.629172,0.6237440000000001,0.620932,0.626644,0.608488,0.630088,0.635596,0.637784,0.63938,0.614576,0.6392,0.621096,0.6384879999999999,0.628,0.630196,0.629796,0.6144,0.642392,0.641392,0.645392,0.6454,0.619992,0.646396,0.6243,0.64708,0.632292,0.642784,0.631396,0.553412,0.563924,0.563416,0.554956,0.5619959999999999,0.5546439999999999,0.564216
76,0.661978,0.7341200000000001,0.7363,0.699056,0.699876,0.6895779999999999,0.7427670000000001,0.611276,0.6267400000000001,0.6358440000000001,0.636432,0.6359,0.616152,0.635088,0.619932,0.633044,0.627188,0.627564,0.6307,0.6155010000000001,0.640034,0.640101,0.643634,0.642367,0.6223350000000001,0.642134,0.625034,0.643,0.6316350000000001,0.640167,0.6353,0.6228370000000001,0.651271,0.645001,0.6485339999999999,0.648667,0.626367,0.649935,0.629734,0.6504,0.635934,0.651271,0.636468,0.560008,0.5771310000000001,0.5680159999999999,0.5631619999999999,0.570369,0.562283,0.5766640000000001
77,0.674252,0.748124,0.74231,0.709456,0.713,0.704968,0.751192,0.6183960000000001,0.632316,0.639616,0.642248,0.639548,0.621164,0.637696,0.6271080000000001,0.6368320000000001,0.6346160000000001,0.632432,0.6362,0.625838,0.6479,0.644838,0.647138,0.646376,0.6278900000000001,0.647652,0.631276,0.647714,0.6369140000000001,0.6479,0.640314,0.6278,0.657438,0.649076,0.6507,0.65259,0.6305,0.653976,0.633938,0.65549,0.640138,0.657438,0.644938,0.567068,0.590086,0.5765480000000001,0.5721919999999999,0.575766,0.576786,0.588996
78,0.6859580000000001,0.755988,0.74694,0.7208,0.724626,0.7236800000000004,0.759203,0.625052,0.6385879999999999,0.646676,0.6454,0.6435759999999999,0.631452,0.6422,0.6358520000000001,0.6405759999999999,0.6394,0.6386,0.642,0.6332900000000001,0.6512,0.6499,0.6509,0.650027,0.636409,0.650418,0.637636,0.6512,0.641518,0.6512,0.6463,0.6352180000000001,0.663536,0.6531080000000002,0.654418,0.655509,0.638609,0.6571180000000001,0.6419180000000001,0.6589090000000001,0.6455540000000001,0.663536,0.651509,0.5746060000000001,0.594792,0.5780639999999999,0.58069,0.582763,0.5838460000000001,0.5967100000000001
79,0.70516,0.7634799999999999,0.7553,0.7314000000000003,0.7356400000000001,0.7450600000000004,0.766,0.63524,0.6439600000000001,0.65068,0.6489800000000001,0.6458600000000001,0.63858,0.6471,0.6425,0.64592,0.64392,0.6439,0.64768,0.63998,0.65636,0.6541,0.6541600000000001,0.6533,0.64252,0.65438,0.64608,0.6543,0.6466400000000001,0.65636,0.65208,0.6454600000000001,0.6682600000000001,0.65924,0.6593,0.6599600000000001,0.6481000000000001,0.6628800000000001,0.6512000000000001,0.6638,0.65008,0.6682600000000001,0.65688,0.5854200000000002,0.5994800000000001,0.5815600000000001,0.58916,0.58926,0.59394,0.60274
80,0.7173400000000002,0.772564,0.7612850000000002,0.749024,0.7463360000000003,0.766472,0.7743700000000001,0.6480880000000002,0.647032,0.654796,0.6528,0.651296,0.6518240000000001,0.650428,0.6526280000000001,0.650296,0.648796,0.6472600000000001,0.6522640000000001,0.6500550000000002,0.6603080000000001,0.6605530000000001,0.6589,0.6564530000000001,0.6524570000000002,0.657251,0.6541060000000002,0.658051,0.652402,0.6603080000000001,0.6575,0.6524040000000001,0.6724040000000001,0.665902,0.6661,0.664251,0.6551020000000001,0.6677,0.6597140000000004,0.6697,0.6550020000000001,0.6724040000000001,0.6616,0.591886,0.603794,0.5916640000000001,0.5953240000000001,0.597557,0.6117980000000001,0.606194
81,0.7365039999999998,0.77872,0.77205,0.7578,0.7584239999999999,0.7791639999999999,0.783574,0.6571359999999999,0.650908,0.661108,0.6586359999999999,0.655604,0.659604,0.654104,0.6614479999999999,0.653908,0.65432,0.650908,0.658104,0.6607879999999999,0.664122,0.6664319999999999,0.6638979999999998,0.6623,0.663522,0.6626439999999999,0.6647,0.6634879999999999,0.657032,0.664122,0.6617099999999999,0.6609659999999999,0.677422,0.671144,0.6722759999999999,0.670866,0.6625439999999999,0.674022,0.6661879999999999,0.675122,0.661122,0.677422,0.6655319999999999,0.600192,0.607634,0.6038679999999998,0.6056,0.6048079999999999,0.621212,0.6123
82,0.751566,0.7877519999999999,0.7794599999999999,0.770064,0.7679419999999999,0.78767,0.788962,0.6688599999999999,0.656376,0.67,0.667476,0.664576,0.670276,0.660912,0.6697519999999999,0.660052,0.6596759999999999,0.6573559999999999,0.6642359999999999,0.669093,0.6688930000000001,0.672593,0.6741,0.6738369999999999,0.6722439999999998,0.672,0.674072,0.670393,0.663372,0.6688930000000001,0.6667579999999999,0.6734439999999998,0.682079,0.6797719999999999,0.6796789999999999,0.6796719999999999,0.6739,0.6804859999999999,0.673193,0.6805,0.665793,0.682079,0.672093,0.605666,0.6108,0.612312,0.6134559999999998,0.609717,0.6290279999999999,0.616956
83,0.7621159999999998,0.7939240000000001,0.7844,0.7862359999999999,0.788624,0.801064,0.802088,0.6786,0.6631440000000001,0.676192,0.67642,0.6759,0.6786,0.6710440000000001,0.677292,0.668748,0.667332,0.6633,0.6713480000000001,0.6791679999999999,0.6769919999999999,0.6833119999999999,0.6832,0.681856,0.6806559999999999,0.6778,0.6815559999999999,0.6766279999999999,0.67,0.6769919999999999,0.6736,0.6801399999999999,0.685892,0.6883759999999999,0.6886559999999999,0.6901319999999999,0.6819799999999997,0.6858639999999999,0.6813199999999999,0.6856559999999999,0.6740399999999999,0.685892,0.6777559999999999,0.6107119999999998,0.6133,0.6218959999999999,0.62334,0.620964,0.6344679999999999,0.6242719999999999
84,0.78332,0.8030999999999999,0.790275,0.8027000000000001,0.8111399999999999,0.80926,0.8089,0.68874,0.66712,0.68592,0.68452,0.68292,0.68922,0.67798,0.68792,0.6744600000000001,0.6767000000000001,0.66874,0.67886,0.6898,0.68058,0.692305,0.691905,0.690835,0.692835,0.6859749999999999,0.69157,0.68457,0.680335,0.681535,0.6831499999999999,0.690645,0.69157,0.69857,0.6982199999999998,0.6971149999999999,0.694645,0.69337,0.692235,0.6931350000000001,0.682445,0.6918049999999999,0.6882099999999999,0.61794,0.61889,0.6314399999999998,0.6323300000000001,0.6360899999999999,0.6443199999999999,0.63023
85,0.810588,0.807796,0.7966799999999999,0.8167719999999999,0.8293280000000001,0.81834,0.8125,0.6990640000000001,0.674592,0.695476,0.695528,0.6929839999999999,0.7011,0.6843680000000001,0.7005120000000001,0.680744,0.6887,0.676276,0.6873680000000001,0.7017659999999999,0.686618,0.7001059999999999,0.700206,0.69843,0.702248,0.6919659999999999,0.7044,0.689106,0.6889059999999999,0.6869299999999999,0.692742,0.7072,0.6967059999999999,0.7059179999999999,0.7068059999999999,0.7038059999999999,0.706218,0.699606,0.703342,0.696418,0.6901,0.6967059999999999,0.698142,0.6302920000000001,0.626582,0.63768,0.645116,0.64494,0.650552,0.635576
86,0.835614,0.8121320000000001,0.804245,0.8432,0.848978,0.831558,0.823649,0.7091280000000001,0.6797639999999999,0.703464,0.7041,0.7011280000000001,0.70882,0.6923,0.7089639999999999,0.688464,0.697664,0.6798,0.698428,0.7129,0.690662,0.7061,0.708054,0.7053929999999999,0.7139009999999999,0.697777,0.711877,0.693977,0.700908,0.691454,0.70317,0.715862,0.701508,0.711877,0.712454,0.7112080000000001,0.714631,0.703577,0.7141390000000001,0.701585,0.703462,0.702031,0.71034,0.643174,0.6322760000000001,0.6439720000000001,0.650722,0.6536559999999998,0.656473,0.638384
87,0.857632,0.8165,0.8106,0.87352,0.8647400000000001,0.8409680000000002,0.836628,0.7172,0.6844,0.709872,0.7102,0.7074360000000001,0.715636,0.6987,0.7172,0.6968239999999999,0.7124879999999999,0.6849,0.706044,0.7217480000000001,0.694,0.714496,0.714784,0.7136440000000001,0.721596,0.70354,0.71894,0.7016,0.7147,0.695096,0.711644,0.727396,0.705496,0.717144,0.718684,0.7186480000000001,0.725384,0.7113,0.724392,0.7065480000000001,0.714832,0.706648,0.715992,0.665212,0.6517399999999999,0.661224,0.657728,0.6631600000000001,0.6602,0.644312
88,0.895484,0.8223,0.816935,0.901946,0.878222,0.8476360000000001,0.845184,0.735616,0.690808,0.7154240000000001,0.7159319999999999,0.712308,0.7315879999999999,0.706808,0.7278319999999999,0.702108,0.723824,0.691208,0.71844,0.731314,0.699757,0.7214900000000001,0.720676,0.7184,0.7334,0.712857,0.7310040000000001,0.708219,0.7241,0.7000379999999999,0.7202379999999999,0.737219,0.710576,0.7247,0.7256,0.725038,0.736476,0.717819,0.732057,0.7136,0.7268950000000001,0.710938,0.720952,0.6814579999999999,0.6607740000000002,0.674724,0.669002,0.6725100000000002,0.663531,0.6577100000000001
89,0.9159,0.8285,0.82275,0.9363,0.8914,0.86458,0.8574799999999999,0.7487,0.6971,0.7248399999999999,0.7228,0.7207399999999999,0.7488,0.71188,0.74152,0.70878,0.73254,0.69748,0.72878,0.7482700000000002,0.70459,0.72879,0.72607,0.7247600000000001,0.74589,0.71769,0.7415600000000001,0.71392,0.7333900000000001,0.7060000000000001,0.72789,0.7513799999999999,0.71387,0.7341799999999999,0.7314900000000001,0.7296600000000001,0.7527500000000001,0.72499,0.7419100000000001,0.7208,0.73568,0.71467,0.73107,0.6961599999999999,0.68109,0.6802800000000001,0.68112,0.68802,0.66874,0.67032
90,0.94752,0.837004,0.83096,0.958446,0.919444,0.88709,0.8656,0.770596,0.7009519999999999,0.7341,0.7299519999999999,0.725756,0.76494,0.718664,0.756304,0.71476,0.741,0.701408,0.735452,0.7664980000000002,0.709261,0.7353,0.7338220000000001,0.731161,0.7653220000000001,0.724261,0.754522,0.7200100000000001,0.7444880000000001,0.710961,0.7366,0.7735150000000002,0.7183880000000001,0.742261,0.738205,0.7364490000000001,0.768283,0.730983,0.7572880000000002,0.7273270000000001,0.7447150000000001,0.7191609999999999,0.7388220000000001,0.7121060000000006,0.695834,0.689956,0.695628,0.6986900000000001,0.6774560000000001,0.681068
91,1.0023240000000004,0.8497040000000002,0.8379200000000001,0.977984,0.9535960000000002,0.918376,0.872376,0.799448,0.705124,0.742324,0.7385480000000001,0.7342879999999999,0.79464,0.7247,0.77274,0.7194,0.753216,0.7071,0.742868,0.7915640000000004,0.7165320000000001,0.7446320000000001,0.741364,0.737332,0.7892640000000001,0.730796,0.7733200000000002,0.725632,0.7523960000000001,0.7165320000000001,0.743432,0.7942920000000001,0.723964,0.748432,0.7466640000000001,0.744464,0.7923320000000004,0.737932,0.7742640000000001,0.733232,0.755028,0.7241,0.748032,0.7343760000000003,0.7030160000000001,0.699588,0.7125,0.7095120000000003,0.686968,0.7009520000000001
92,1.0425100000000005,0.86514,0.8564,0.993058,0.975256,0.9383300000000008,0.879101,0.827824,0.710688,0.752,0.746584,0.742296,0.818196,0.73578,0.7994840000000001,0.722992,0.764984,0.711092,0.754396,0.8259300000000002,0.720703,0.7540420000000003,0.7500840000000005,0.7485,0.8138240000000001,0.7417120000000001,0.8000480000000003,0.7317300000000002,0.7608630000000004,0.7211120000000001,0.7557330000000002,0.8258390000000002,0.729103,0.7589060000000001,0.7578390000000003,0.7577,0.8146540000000003,0.7485300000000003,0.8107270000000002,0.7423029999999999,0.765606,0.729603,0.7588,0.7540720000000001,0.709341,0.7128360000000002,0.7288640000000003,0.721507,0.7016100000000002,0.7099340000000001
93,1.1016639999999989,0.875884,0.87091,1.022628,0.99166,0.952164,0.891216,0.8656839999999993,0.716,0.7634159999999998,0.759304,0.7547,0.849308,0.7423,0.826,0.731104,0.775604,0.717204,0.7708439999999999,0.867529999999999,0.7251,0.7687659999999998,0.7633959999999999,0.7601699999999999,0.8483319999999996,0.7531479999999999,0.8238879999999997,0.7406219999999999,0.7777959999999999,0.725674,0.772574,0.8654919999999998,0.7351219999999999,0.7718740000000001,0.770074,0.767174,0.8543059999999996,0.7627919999999998,0.8259479999999999,0.7508699999999999,0.7826619999999997,0.7370919999999999,0.774048,0.7710679999999999,0.7173120000000001,0.745076,0.7485,0.7333479999999999,0.720804,0.720712
